Autoroute entrée	Péage entrée	Ville entrée	Autoroute sortie	Péage sortie	Ville sortie	Classe 1	Classe 2	Classe 3	Classe 4	Classe 5
A71	-	CLERMONT	A10	18	CHATEAU-RENAULT	39,40	62,30	98,20	135,20	24,00
A71	-	CLERMONT	A19	7	ESCRENNES	39,10	59,80	95,60	129,60	22,30
A71	-	CLERMONT	A85	10	ESVRES	33,90	52,90	84,90	112,20	19,90
A71	-	CLERMONT	A19	5	FONTENAY SUR LOING	46,90	72,50	120,80	158,90	26,50
A71	-	CLERMONT	A10	13.1	GIDY	32,60	50,20	81,30	109,90	19,30
A71	-	CLERMONT	A19	-	GONDREVILLE LA FRANCHE NORD	46,30	69,80	115,90	154,70	25,90
A71	-	CLERMONT	A19	-	GONDREVILLE LA FRANCHE SUD	50,70	76,40	126,50	168,70	28,60
A71	-	CLERMONT	A10	12	JANVILLE (ALLAINES)	36,00	56,90	90,30	121,60	21,80
A71	-	CLERMONT	A71	3	LAMOTTE BEUVRON	25,60	39,70	65,60	86,90	14,80
A71	-	CLERMONT	A10	16	MER	35,80	55,50	88,50	120,70	21,00
A71	-	CLERMONT	A10	15	MEUNG	33,20	51,90	81,40	113,40	19,90
A71	-	CLERMONT	A71	2	OLIVET	30,20	45,80	74,40	100,90	17,60
A71	-	CLERMONT	A71	1	ORLEANS CENTRE	30,60	47,80	78,90	102,60	17,80
A71	-	CLERMONT	A10	14	ORLEANS NORD	32,10	49,40	79,80	108,20	19,00
A71	-	CLERMONT	A10	-	PARIS (LA FOLIE BESSIN)	42,30	66,50	108,70	145,10	26,20
A71	-	CLERMONT	A85	14	ROMORANTIN	24,90	38,70	63,00	85,10	15,00
A71	-	CLERMONT	A85	12	SAINT AIGNAN SUR CHER	28,40	44,30	72,20	99,10	16,70
A71	-	CLERMONT	A19	4	SAINT HILAIRE LES ANDRESIS	51,60	78,30	129,40	169,80	28,90
A71	-	CLERMONT	A71	4	SALBRIS	23,80	37,00	60,40	80,60	14,20
A71	-	CLERMONT	A19	3	SAVIGNY SUR CLAIRIS	52,60	79,30	131,20	172,30	29,10
A71	-	CLERMONT	A85	13	SELLES SUR CHER	26,80	41,40	66,00	92,50	16,10
A71	-	CLERMONT	A10	-	TOURS CENTRE (MONNAIE)	44,30	70,00	108,60	148,90	26,20
A71	-	CLERMONT	A85	-	VEIGNE	34,40	54,60	88,90	118,60	21,10
A71	-	CLERMONT	A71	6	VIERZON EST	21,30	32,90	52,70	72,90	13,00
A71	-	CLERMONT	A71	5	VIERZON NORD	21,60	33,20	55,00	75,10	13,10
A4	29.1	CLERMONT EN ARGONNE	A10	11	ALLAINVILLE	50,50	78,00	127,00	164,50	28,20
A4	29.1	CLERMONT EN ARGONNE	A10	13	ARTENAY	46,40	71,00	115,20	151,30	25,70
A4	29.1	CLERMONT EN ARGONNE	A19	6	AUXY	32,80	50,90	82,20	107,10	19,10
A4	29.1	CLERMONT EN ARGONNE	A85	11	BLERE	63,20	97,50	156,80	203,80	35,90
A4	29.1	CLERMONT EN ARGONNE	A10	17	BLOIS	53,30	81,80	132,30	172,90	29,80
A4	29.1	CLERMONT EN ARGONNE	A71	7	BOURGES	60,00	92,40	149,20	195,30	33,90
A4	29.1	CLERMONT EN ARGONNE	A10	18	CHATEAU-RENAULT	56,20	86,00	137,80	181,30	31,80
A4	29.1	CLERMONT EN ARGONNE	A19	7	ESCRENNES	36,70	57,60	94,30	121,70	21,30
A4	29.1	CLERMONT EN ARGONNE	A85	10	ESVRES	64,50	99,80	160,50	208,00	36,40
A4	29.1	CLERMONT EN ARGONNE	A19	5	FONTENAY SUR LOING	29,10	44,40	70,00	92,60	16,90
A4	29.1	CLERMONT EN ARGONNE	A10	13.1	GIDY	46,80	71,60	115,90	152,20	25,90
A4	29.1	CLERMONT EN ARGONNE	A19	-	GONDREVILLE LA FRANCHE NORD	30,70	47,20	73,90	96,60	17,40
A4	29.1	CLERMONT EN ARGONNE	A19	-	GONDREVILLE LA FRANCHE SUD	35,10	53,80	84,50	110,60	20,10
A4	29.1	CLERMONT EN ARGONNE	A10	12	JANVILLE (ALLAINES)	47,50	72,90	117,70	154,70	26,50
A4	29.1	CLERMONT EN ARGONNE	A71	3	LAMOTTE BEUVRON	52,00	79,60	128,70	168,80	29,20
A4	29.1	CLERMONT EN ARGONNE	A10	16	MER	51,90	78,70	126,90	166,30	29,00
A4	29.1	CLERMONT EN ARGONNE	A10	15	MEUNG	49,80	76,00	121,70	160,40	27,70
A4	29.1	CLERMONT EN ARGONNE	A71	2	OLIVET	48,60	74,40	120,20	156,80	27,20
A4	29.1	CLERMONT EN ARGONNE	A71	1	ORLEANS CENTRE	47,90	73,50	118,40	154,40	26,60
A4	29.1	CLERMONT EN ARGONNE	A10	14	ORLEANS NORD	47,10	72,10	116,40	152,70	26,20
A4	29.1	CLERMONT EN ARGONNE	A10	-	PARIS (LA FOLIE BESSIN)	55,70	84,10	138,20	181,10	31,30
A4	29.1	CLERMONT EN ARGONNE	A85	14	ROMORANTIN	57,50	88,70	142,00	186,50	32,10
A4	29.1	CLERMONT EN ARGONNE	A85	12	SAINT AIGNAN SUR CHER	60,20	93,00	148,70	196,10	33,70
A4	29.1	CLERMONT EN ARGONNE	A19	4	SAINT HILAIRE LES ANDRESIS	24,20	38,10	60,20	80,60	14,60
A4	29.1	CLERMONT EN ARGONNE	A71	4	SALBRIS	53,60	82,60	133,00	175,10	30,00
A4	29.1	CLERMONT EN ARGONNE	A19	3	SAVIGNY SUR CLAIRIS	23,30	36,60	57,50	77,20	14,20
A4	29.1	CLERMONT EN ARGONNE	A85	13	SELLES SUR CHER	59,30	91,40	146,10	192,20	33,10
A4	29.1	CLERMONT EN ARGONNE	A10	-	TOURS CENTRE (MONNAIE)	60,80	92,50	147,40	194,40	34,30
A4	29.1	CLERMONT EN ARGONNE	A85	-	VEIGNE	65,90	102,20	164,60	213,90	37,20
A4	29.1	CLERMONT EN ARGONNE	A71	6	VIERZON EST	56,50	86,30	140,40	183,10	31,80
A4	29.1	CLERMONT EN ARGONNE	A71	5	VIERZON NORD	55,80	85,80	139,70	182,60	31,20
A31	11	COLOMBEY-LES-BELLES	A10	11	ALLAINVILLE	51,70	79,10	128,80	170,70	28,30
A31	11	COLOMBEY-LES-BELLES	A10	13	ARTENAY	47,60	72,10	117,00	157,50	25,80
A31	11	COLOMBEY-LES-BELLES	A19	6	AUXY	34,00	52,00	84,00	113,30	19,20
A31	11	COLOMBEY-LES-BELLES	A85	11	BLERE	64,40	98,60	158,60	210,00	36,00
A31	11	COLOMBEY-LES-BELLES	A10	17	BLOIS	54,50	82,90	134,10	179,10	29,90
A31	11	COLOMBEY-LES-BELLES	A71	7	BOURGES	61,20	93,50	151,00	201,50	34,00
A31	11	COLOMBEY-LES-BELLES	A10	18	CHATEAU-RENAULT	57,40	87,10	139,60	187,50	31,90
A31	11	COLOMBEY-LES-BELLES	A19	7	ESCRENNES	37,90	58,70	96,10	127,90	21,40
A31	11	COLOMBEY-LES-BELLES	A85	10	ESVRES	65,70	100,90	162,30	214,20	36,50
A31	11	COLOMBEY-LES-BELLES	A19	5	FONTENAY SUR LOING	30,30	45,50	71,80	98,80	17,00
A31	11	COLOMBEY-LES-BELLES	A10	13.1	GIDY	48,00	72,70	117,70	158,40	26,00
A31	11	COLOMBEY-LES-BELLES	A19	-	GONDREVILLE LA FRANCHE NORD	31,90	48,30	75,70	102,80	17,50
A31	11	COLOMBEY-LES-BELLES	A19	-	GONDREVILLE LA FRANCHE SUD	36,30	54,90	86,30	116,80	20,20
A31	11	COLOMBEY-LES-BELLES	A10	12	JANVILLE (ALLAINES)	48,70	74,00	119,50	160,90	26,60
A31	11	COLOMBEY-LES-BELLES	A71	3	LAMOTTE BEUVRON	53,20	80,70	130,50	175,00	29,30
A31	11	COLOMBEY-LES-BELLES	A10	16	MER	53,10	79,80	128,70	172,50	29,10
A31	11	COLOMBEY-LES-BELLES	A10	15	MEUNG	51,00	77,10	123,50	166,60	27,80
A31	11	COLOMBEY-LES-BELLES	A71	2	OLIVET	49,80	75,50	122,00	163,00	27,30
A31	11	COLOMBEY-LES-BELLES	A71	1	ORLEANS CENTRE	49,10	74,60	120,20	160,60	26,70
A31	11	COLOMBEY-LES-BELLES	A10	14	ORLEANS NORD	48,30	73,20	118,20	158,90	26,30
A31	11	COLOMBEY-LES-BELLES	A10	-	PARIS (LA FOLIE BESSIN)	56,90	85,20	140,00	187,30	31,40
A31	11	COLOMBEY-LES-BELLES	A85	14	ROMORANTIN	58,70	89,80	143,80	192,70	32,20
A31	11	COLOMBEY-LES-BELLES	A85	12	SAINT AIGNAN SUR CHER	61,40	94,10	150,50	202,30	33,80
A31	11	COLOMBEY-LES-BELLES	A19	4	SAINT HILAIRE LES ANDRESIS	25,40	39,20	62,00	86,80	14,70
A31	11	COLOMBEY-LES-BELLES	A71	4	SALBRIS	54,80	83,70	134,80	181,30	30,10
A31	11	COLOMBEY-LES-BELLES	A19	3	SAVIGNY SUR CLAIRIS	24,50	37,70	59,30	83,40	14,30
A31	11	COLOMBEY-LES-BELLES	A85	13	SELLES SUR CHER	60,50	92,50	147,90	198,40	33,20
A31	11	COLOMBEY-LES-BELLES	A10	-	TOURS CENTRE (MONNAIE)	62,00	93,60	149,20	200,60	34,40
A31	11	COLOMBEY-LES-BELLES	A85	-	VEIGNE	67,10	103,30	166,40	220,10	37,30
A31	11	COLOMBEY-LES-BELLES	A71	6	VIERZON EST	57,70	87,40	142,20	189,30	31,90
A31	11	COLOMBEY-LES-BELLES	A71	5	VIERZON NORD	57,00	86,90	141,50	188,80	31,30
A71	12.1	COMBRONDE	A10	11	ALLAINVILLE	35,30	55,30	85,90	115,00	20,60
A71	12.1	COMBRONDE	A10	13	ARTENAY	29,40	46,50	73,30	98,20	17,60
A71	12.1	COMBRONDE	A19	6	AUXY	38,60	58,30	95,30	126,00	21,40
A71	12.1	COMBRONDE	A85	11	BLERE	27,20	42,50	68,00	90,60	16,00
A71	12.1	COMBRONDE	A10	17	BLOIS	33,10	50,60	81,80	106,90	19,80
A71	12.1	COMBRONDE	A71	7	BOURGES	13,90	20,70	33,50	46,60	7,90
A71	12.1	COMBRONDE	A10	18	CHATEAU-RENAULT	34,80	55,00	85,80	117,60	21,10
A71	12.1	COMBRONDE	A19	7	ESCRENNES	34,50	52,50	83,20	112,00	19,40
A71	12.1	COMBRONDE	A85	10	ESVRES	29,30	45,60	72,50	94,60	17,00
A71	12.1	COMBRONDE	A19	5	FONTENAY SUR LOING	42,30	65,20	108,40	141,30	23,60
A71	12.1	COMBRONDE	A10	13.1	GIDY	28,00	42,90	68,90	92,30	16,40
A71	12.1	COMBRONDE	A19	-	GONDREVILLE LA FRANCHE NORD	41,70	62,50	103,50	137,10	23,00
A71	12.1	COMBRONDE	A19	-	GONDREVILLE LA FRANCHE SUD	46,10	69,10	114,10	151,10	25,70
A71	12.1	COMBRONDE	A10	12	JANVILLE (ALLAINES)	31,40	49,60	77,90	104,00	18,90
A71	12.1	COMBRONDE	A71	3	LAMOTTE BEUVRON	21,00	32,40	53,20	69,30	11,90
A71	12.1	COMBRONDE	A10	16	MER	31,20	48,20	76,10	103,10	18,10
A71	12.1	COMBRONDE	A10	15	MEUNG	28,60	44,60	69,00	95,80	17,00
A71	12.1	COMBRONDE	A71	2	OLIVET	25,60	38,50	62,00	83,30	14,70
A71	12.1	COMBRONDE	A71	1	ORLEANS CENTRE	26,00	40,50	66,50	85,00	14,90
A71	12.1	COMBRONDE	A10	14	ORLEANS NORD	27,50	42,10	67,40	90,60	16,10
A71	12.1	COMBRONDE	A10	-	PARIS (LA FOLIE BESSIN)	37,70	59,20	96,30	127,50	23,30
A71	12.1	COMBRONDE	A85	14	ROMORANTIN	20,30	31,40	50,60	67,50	12,10
A71	12.1	COMBRONDE	A85	12	SAINT AIGNAN SUR CHER	23,80	37,00	59,80	81,50	13,80
A71	12.1	COMBRONDE	A19	4	SAINT HILAIRE LES ANDRESIS	47,00	71,00	117,00	152,20	26,00
A71	12.1	COMBRONDE	A71	4	SALBRIS	19,20	29,70	48,00	63,00	11,30
A71	12.1	COMBRONDE	A19	3	SAVIGNY SUR CLAIRIS	48,00	72,00	118,80	154,70	26,20
A71	12.1	COMBRONDE	A85	13	SELLES SUR CHER	22,20	34,10	53,60	74,90	13,20
A71	12.1	COMBRONDE	A10	-	TOURS CENTRE (MONNAIE)	39,70	62,70	96,20	131,30	23,30
A71	12.1	COMBRONDE	A85	-	VEIGNE	29,80	47,30	76,50	101,00	18,20
A71	12.1	COMBRONDE	A71	6	VIERZON EST	16,70	25,60	40,30	55,30	10,10
A71	12.1	COMBRONDE	A71	5	VIERZON NORD	17,00	25,90	42,60	57,50	10,20
A11	6	CONNERRE	A11	1	ABLIS	15,00	22,80	34,40	46,60	8,70
A11	6	CONNERRE	A28	18	ALENCON NORD	7,60	12,10	19,60	22,80	4,70
A11	6	CONNERRE	A28	19	ALENCON SUD	7,10	11,20	16,50	21,80	4,10
A11	6	CONNERRE	A11	-	ANGERS (CORZE)	14,00	22,20	32,80	40,20	8,50
A11	6	CONNERRE	A88	-	ARGENTAN	18,30	30,40	46,00	57,90	11,00
A11	6	CONNERRE	A28	23	AUVOURS (LE MANS ZI SUD)	2,60	4,10	6,60	8,80	1,70
A11	6	CONNERRE	A85	1	BEAUFORT EN VALLEE	13,30	21,80	30,20	38,80	8,40
A11	6	CONNERRE	A28	21	BEAUMONT SUR SARTHE	5,10	7,60	12,10	15,50	3,20
A11	6	CONNERRE	A28	14	BERNAY	27,50	43,90	66,60	87,50	16,90
A11	6	CONNERRE	A85	5	BOURGUEIL	17,90	28,00	41,00	52,50	11,20
A11	6	CONNERRE	A28	13	BRIONNE	32,10	51,50	74,90	97,70	20,20
A11	6	CONNERRE	A11	4	BROU	5,50	8,30	12,80	15,70	3,30
A11	6	CONNERRE	A11	2	CHARTRES EST	11,10	18,40	29,10	36,80	6,50
A11	6	CONNERRE	A11	3	CHARTRES-THIVARS	9,20	13,60	24,00	28,10	5,70
A11	6	CONNERRE	A28	26	CHATEAU DU LOIR (MONTABON)	6,80	10,00	15,90	21,00	4,00
A11	6	CONNERRE	A11	11	DURTAL	8,90	14,70	22,00	27,40	5,60
A11	6	CONNERRE	A28	25	ECOMMOY	5,00	7,10	11,50	15,90	3,40
A11	6	CONNERRE	A81	2	EVRON	9,80	15,10	24,00	30,80	5,80
A11	6	CONNERRE	A28	16	GACE	18,20	29,10	42,80	54,50	11,40
A11	6	CONNERRE	A11	3.1	ILLIERS COMBRAY	7,70	11,10	17,50	21,10	4,70
A11	6	CONNERRE	A11	5	LA FERTE BERNARD	2,50	3,90	6,30	8,10	1,70
A11	6	CONNERRE	A81	3	LAVAL EST	11,80	18,10	28,80	37,70	7,00
A11	6	CONNERRE	A81	4	LAVAL OUEST	13,00	20,40	32,50	42,00	7,80
A11	6	CONNERRE	A11	8	LE MANS CENTRE UNIVERSITE	3,80	6,80	10,00	12,20	2,60
A11	6	CONNERRE	A11	9	LE MANS SUD	4,80	8,50	12,50	15,70	3,20
A11	6	CONNERRE	A11	7	LE MANS ZI NORD	3,10	4,70	7,50	9,50	2,00
A11	6	CONNERRE	A85	2	LONGUE-JUMELLES	14,30	23,00	32,90	41,80	9,00
A11	6	CONNERRE	A28	15	ORBEC	22,80	36,80	54,90	71,00	14,30
A11	6	CONNERRE	A28	24	PARIGNE-L'EVEQUE	3,50	5,20	8,30	10,40	2,10
A11	6	CONNERRE	A10	-	PARIS (LA FOLIE BESSIN)	19,70	30,30	47,50	64,40	12,10
A11	6	CONNERRE	A85	-	RESTIGNE	21,50	33,50	48,50	63,70	13,30
A11	6	CONNERRE	A28	-	ROUMOIS	40,50	64,40	92,30	123,70	24,30
A11	6	CONNERRE	A11	10	SABLE-LA FLECHE	7,90	12,80	19,00	24,60	4,80
A11	6	CONNERRE	A85	3	SAUMUR (VIVY)	15,70	25,40	37,40	47,50	10,00
A11	6	CONNERRE	A88	16	SEES	14,30	22,80	34,40	42,90	8,80
A11	6	CONNERRE	A11	12	SEICHES	11,60	18,40	26,40	33,50	7,00
A11	6	CONNERRE	A28	20	SILLE LE GUILLAUME / MAMERS	6,40	9,20	14,00	18,50	3,70
A11	6	CONNERRE	A81	1	SILLE LE GUILLAUME / SABLE	7,40	10,90	17,20	21,40	4,70
A11	6	CONNERRE	A28	-	TOURS CENTRE (SAINT CHRISTOPHE)	12,00	18,00	30,90	40,90	7,60
A11	6	CONNERRE	A81	-	VITRE (LA GRAVELLE)	16,00	24,60	36,60	52,80	10,10
A6	17	COURTENAY	A10	11	ALLAINVILLE	27,40	41,60	69,90	87,70	14,10
A6	17	COURTENAY	A10	13	ARTENAY	23,30	34,60	58,10	74,50	11,60
A6	17	COURTENAY	A19	6	AUXY	9,70	14,50	25,10	30,30	5,00
A6	17	COURTENAY	A85	11	BLERE	40,10	61,10	99,70	127,00	21,80
A6	17	COURTENAY	A10	17	BLOIS	30,20	45,40	75,20	96,10	15,70
A6	17	COURTENAY	A71	7	BOURGES	36,90	56,00	92,10	118,50	19,80
A6	17	COURTENAY	A10	18	CHATEAU-RENAULT	33,10	49,60	80,70	104,50	17,70
A6	17	COURTENAY	A19	7	ESCRENNES	13,60	21,20	37,20	44,90	7,20
A6	17	COURTENAY	A85	10	ESVRES	41,40	63,40	103,40	131,20	22,30
A6	17	COURTENAY	A19	5	FONTENAY SUR LOING	6,00	8,00	12,90	15,80	2,80
A6	17	COURTENAY	A10	13.1	GIDY	23,70	35,20	58,80	75,40	11,80
A6	17	COURTENAY	A19	-	GONDREVILLE LA FRANCHE NORD	7,60	10,80	16,80	19,80	3,30
A6	17	COURTENAY	A19	-	GONDREVILLE LA FRANCHE SUD	12,00	17,40	27,40	33,80	6,00
A6	17	COURTENAY	A10	12	JANVILLE (ALLAINES)	24,40	36,50	60,60	77,90	12,40
A6	17	COURTENAY	A71	3	LAMOTTE BEUVRON	28,90	43,20	71,60	92,00	15,10
A6	17	COURTENAY	A10	16	MER	28,80	42,30	69,80	89,50	14,90
A6	17	COURTENAY	A10	15	MEUNG	26,70	39,60	64,60	83,60	13,60
A6	17	COURTENAY	A71	2	OLIVET	25,50	38,00	63,10	80,00	13,10
A6	17	COURTENAY	A71	1	ORLEANS CENTRE	24,80	37,10	61,30	77,60	12,50
A6	17	COURTENAY	A10	14	ORLEANS NORD	24,00	35,70	59,30	75,90	12,10
A6	17	COURTENAY	A10	-	PARIS (LA FOLIE BESSIN)	32,60	47,70	81,10	104,30	17,20
A6	17	COURTENAY	A85	14	ROMORANTIN	34,40	52,30	84,90	109,70	18,00
A6	17	COURTENAY	A85	12	SAINT AIGNAN SUR CHER	37,10	56,60	91,60	119,30	19,60
A6	17	COURTENAY	A19	4	SAINT HILAIRE LES ANDRESIS	1,10	1,70	3,10	3,80	0,50
A6	17	COURTENAY	A71	4	SALBRIS	30,50	46,20	75,90	98,30	15,90
A6	17	COURTENAY	A19	3	SAVIGNY SUR CLAIRIS	0,20	0,20	0,40	0,40	0,10
A6	17	COURTENAY	A85	13	SELLES SUR CHER	36,20	55,00	89,00	115,40	19,00
A6	17	COURTENAY	A10	-	TOURS CENTRE (MONNAIE)	37,70	56,10	90,30	117,60	20,20
A6	17	COURTENAY	A85	-	VEIGNE	42,80	65,80	107,50	137,10	23,10
A6	17	COURTENAY	A71	6	VIERZON EST	33,40	49,90	83,30	106,30	17,70
A6	17	COURTENAY	A71	5	VIERZON NORD	32,70	49,40	82,60	105,80	17,10
A39	-	CRIMOLOIS	A10	11	ALLAINVILLE	48,90	74,90	123,00	160,30	27,20
A39	-	CRIMOLOIS	A10	13	ARTENAY	44,80	67,90	111,20	147,10	24,70
A39	-	CRIMOLOIS	A19	6	AUXY	31,20	47,80	78,20	102,90	18,10
A39	-	CRIMOLOIS	A85	11	BLERE	61,60	94,40	152,80	199,60	34,90
A39	-	CRIMOLOIS	A10	17	BLOIS	51,70	78,70	128,30	168,70	28,80
A39	-	CRIMOLOIS	A71	7	BOURGES	58,40	89,30	145,20	191,10	32,90
A39	-	CRIMOLOIS	A10	18	CHATEAU-RENAULT	54,60	82,90	133,80	177,10	30,80
A39	-	CRIMOLOIS	A19	7	ESCRENNES	35,10	54,50	90,30	117,50	20,30
A39	-	CRIMOLOIS	A85	10	ESVRES	62,90	96,70	156,50	203,80	35,40
A39	-	CRIMOLOIS	A19	5	FONTENAY SUR LOING	27,50	41,30	66,00	88,40	15,90
A39	-	CRIMOLOIS	A10	13.1	GIDY	45,20	68,50	111,90	148,00	24,90
A39	-	CRIMOLOIS	A19	-	GONDREVILLE LA FRANCHE NORD	29,10	44,10	69,90	92,40	16,40
A39	-	CRIMOLOIS	A19	-	GONDREVILLE LA FRANCHE SUD	33,50	50,70	80,50	106,40	19,10
A39	-	CRIMOLOIS	A10	12	JANVILLE (ALLAINES)	45,90	69,80	113,70	150,50	25,50
A39	-	CRIMOLOIS	A71	3	LAMOTTE BEUVRON	50,40	76,50	124,70	164,60	28,20
A39	-	CRIMOLOIS	A10	16	MER	50,30	75,60	122,90	162,10	28,00
A39	-	CRIMOLOIS	A10	15	MEUNG	48,20	72,90	117,70	156,20	26,70
A39	-	CRIMOLOIS	A71	2	OLIVET	47,00	71,30	116,20	152,60	26,20
A39	-	CRIMOLOIS	A71	1	ORLEANS CENTRE	46,30	70,40	114,40	150,20	25,60
A39	-	CRIMOLOIS	A10	14	ORLEANS NORD	45,50	69,00	112,40	148,50	25,20
A39	-	CRIMOLOIS	A10	-	PARIS (LA FOLIE BESSIN)	54,10	81,00	134,20	176,90	30,30
A39	-	CRIMOLOIS	A85	14	ROMORANTIN	55,90	85,60	138,00	182,30	31,10
A39	-	CRIMOLOIS	A85	12	SAINT AIGNAN SUR CHER	58,60	89,90	144,70	191,90	32,70
A39	-	CRIMOLOIS	A19	4	SAINT HILAIRE LES ANDRESIS	22,60	35,00	56,20	76,40	13,60
A39	-	CRIMOLOIS	A71	4	SALBRIS	52,00	79,50	129,00	170,90	29,00
A39	-	CRIMOLOIS	A19	3	SAVIGNY SUR CLAIRIS	21,70	33,50	53,50	73,00	13,20
A39	-	CRIMOLOIS	A85	13	SELLES SUR CHER	57,70	88,30	142,10	188,00	32,10
A39	-	CRIMOLOIS	A10	-	TOURS CENTRE (MONNAIE)	59,20	89,40	143,40	190,20	33,30
A39	-	CRIMOLOIS	A85	-	VEIGNE	64,30	99,10	160,60	209,70	36,20
A39	-	CRIMOLOIS	A71	6	VIERZON EST	54,90	83,20	136,40	178,90	30,80
A39	-	CRIMOLOIS	A71	5	VIERZON NORD	54,20	82,70	135,70	178,40	30,20
A79	-	DEUX-CHAISES	A10	11	ALLAINVILLE	31,70	50,60	78,00	104,50	18,80
A79	-	DEUX-CHAISES	A10	13	ARTENAY	25,80	41,80	65,40	87,70	15,80
A79	-	DEUX-CHAISES	A19	6	AUXY	35,00	53,60	87,40	115,50	19,60
A79	-	DEUX-CHAISES	A85	11	BLERE	23,60	37,80	60,10	80,10	14,20
A79	-	DEUX-CHAISES	A10	17	BLOIS	29,50	45,90	73,90	96,40	18,00
A79	-	DEUX-CHAISES	A71	7	BOURGES	10,30	16,00	25,60	36,10	6,10
A79	-	DEUX-CHAISES	A10	18	CHATEAU-RENAULT	31,20	50,30	77,90	107,10	19,30
A79	-	DEUX-CHAISES	A19	7	ESCRENNES	30,90	47,80	75,30	101,50	17,60
A79	-	DEUX-CHAISES	A85	10	ESVRES	25,70	40,90	64,60	84,10	15,20
A79	-	DEUX-CHAISES	A19	5	FONTENAY SUR LOING	38,70	60,50	100,50	130,80	21,80
A79	-	DEUX-CHAISES	A10	13.1	GIDY	24,40	38,20	61,00	81,80	14,60
A79	-	DEUX-CHAISES	A19	-	GONDREVILLE LA FRANCHE NORD	38,10	57,80	95,60	126,60	21,20
A79	-	DEUX-CHAISES	A19	-	GONDREVILLE LA FRANCHE SUD	42,50	64,40	106,20	140,60	23,90
A79	-	DEUX-CHAISES	A10	12	JANVILLE (ALLAINES)	27,80	44,90	70,00	93,50	17,10
A79	-	DEUX-CHAISES	A71	3	LAMOTTE BEUVRON	17,40	27,70	45,30	58,80	10,10
A79	-	DEUX-CHAISES	A10	16	MER	27,60	43,50	68,20	92,60	16,30
A79	-	DEUX-CHAISES	A10	15	MEUNG	25,00	39,90	61,10	85,30	15,20
A79	-	DEUX-CHAISES	A71	2	OLIVET	22,00	33,80	54,10	72,80	12,90
A79	-	DEUX-CHAISES	A71	1	ORLEANS CENTRE	22,40	35,80	58,60	74,50	13,10
A79	-	DEUX-CHAISES	A10	14	ORLEANS NORD	23,90	37,40	59,50	80,10	14,30
A79	-	DEUX-CHAISES	A10	-	PARIS (LA FOLIE BESSIN)	34,10	54,50	88,40	117,00	21,50
A79	-	DEUX-CHAISES	A85	14	ROMORANTIN	16,70	26,70	42,70	57,00	10,30
A79	-	DEUX-CHAISES	A85	12	SAINT AIGNAN SUR CHER	20,20	32,30	51,90	71,00	12,00
A79	-	DEUX-CHAISES	A19	4	SAINT HILAIRE LES ANDRESIS	43,40	66,30	109,10	141,70	24,20
A79	-	DEUX-CHAISES	A71	4	SALBRIS	15,60	25,00	40,10	52,50	9,50
A79	-	DEUX-CHAISES	A19	3	SAVIGNY SUR CLAIRIS	44,40	67,30	110,90	144,20	24,40
A79	-	DEUX-CHAISES	A85	13	SELLES SUR CHER	18,60	29,40	45,70	64,40	11,40
A79	-	DEUX-CHAISES	A10	-	TOURS CENTRE (MONNAIE)	36,10	58,00	88,30	120,80	21,50
A79	-	DEUX-CHAISES	A85	-	VEIGNE	26,20	42,60	68,60	90,50	16,40
A79	-	DEUX-CHAISES	A71	6	VIERZON EST	13,10	20,90	32,40	44,80	8,30
A79	-	DEUX-CHAISES	A71	5	VIERZON NORD	13,40	21,20	34,70	47,00	8,40
A311	-	DIJON SUD	A10	11	ALLAINVILLE	48,10	74,30	120,40	157,70	26,40
A311	-	DIJON SUD	A10	13	ARTENAY	44,00	67,30	108,60	144,50	23,90
A311	-	DIJON SUD	A19	6	AUXY	30,40	47,20	75,60	100,30	17,30
A311	-	DIJON SUD	A85	11	BLERE	60,80	93,80	150,20	197,00	34,10
A311	-	DIJON SUD	A10	17	BLOIS	50,90	78,10	125,70	166,10	28,00
A311	-	DIJON SUD	A71	7	BOURGES	57,60	88,70	142,60	188,50	32,10
A311	-	DIJON SUD	A10	18	CHATEAU-RENAULT	53,80	82,30	131,20	174,50	30,00
A311	-	DIJON SUD	A19	7	ESCRENNES	34,30	53,90	87,70	114,90	19,50
A311	-	DIJON SUD	A85	10	ESVRES	62,10	96,10	153,90	201,20	34,60
A311	-	DIJON SUD	A19	5	FONTENAY SUR LOING	26,70	40,70	63,40	85,80	15,10
A311	-	DIJON SUD	A10	13.1	GIDY	44,40	67,90	109,30	145,40	24,10
A311	-	DIJON SUD	A19	-	GONDREVILLE LA FRANCHE NORD	28,30	43,50	67,30	89,80	15,60
A311	-	DIJON SUD	A19	-	GONDREVILLE LA FRANCHE SUD	32,70	50,10	77,90	103,80	18,30
A311	-	DIJON SUD	A10	12	JANVILLE (ALLAINES)	45,10	69,20	111,10	147,90	24,70
A311	-	DIJON SUD	A71	3	LAMOTTE BEUVRON	49,60	75,90	122,10	162,00	27,40
A311	-	DIJON SUD	A10	16	MER	49,50	75,00	120,30	159,50	27,20
A311	-	DIJON SUD	A10	15	MEUNG	47,40	72,30	115,10	153,60	25,90
A311	-	DIJON SUD	A71	2	OLIVET	46,20	70,70	113,60	150,00	25,40
A311	-	DIJON SUD	A71	1	ORLEANS CENTRE	45,50	69,80	111,80	147,60	24,80
A311	-	DIJON SUD	A10	14	ORLEANS NORD	44,70	68,40	109,80	145,90	24,40
