Gare d'entrée	Gare de sortie	Distance	Catégorie 1	Catégorie 2	Catégorie 3	Catégorie 4	Catégorie 5
ST-DENIS-LES-SENS	STE MENEHOULD	217,65	17,2	27	44,8	60,6	11,2
ST-DENIS-LES-SENS	SYLANS	388,66	32,9	51,3	79,8	108,8	19,2
ST-DENIS-LES-SENS	THENNELIERES	83,96	6,6	10,2	15,4	21,1	4,2
ST-DENIS-LES-SENS	TIL CHATEL	211,96	15,5	23,3	38,1	52,4	9,4
ST-DENIS-LES-SENS	TORVILLIERS	55,78	5,1	7,5	12,3	16,7	3
ST-DENIS-LES-SENS	TOURNUS	269,53	21,7	34	53	73	13,1
ST-DENIS-LES-SENS	TOURS-C/MONNAIE	247,96	36,1	52,6	84,7	110	19,2
ST-DENIS-LES-SENS	TULLE EST	542,07	62,8	96	150,1	197,9	35,2
ST-DENIS-LES-SENS	TULLE NORD	550,07	63,4	97	150,9	202,3	35,6
ST-DENIS-LES-SENS	URY	77,34	5,7	9,2	14	18,8	3,7
ST-DENIS-LES-SENS	USSEL EST	482,07	56,1	86	135,9	178,7	31,2
ST-DENIS-LES-SENS	USSEL OUEST	499,07	58,2	88,7	140,1	184,8	32,3
ST-DENIS-LES-SENS	VAL DE SAONE	413,23	30,7	46,7	74,3	103	18,2
ST-DENIS-LES-SENS	VALLEE DE L'AUBE	110,85	9,5	14,7	24,1	33,3	5,9
ST-DENIS-LES-SENS	VATRY	139,45	11,9	18,3	29,5	41,4	7,2
ST-DENIS-LES-SENS	VEIGNE	329,06	41,9	63,6	103,3	131,4	22,2
ST-DENIS-LES-SENS	VERDUN	275,75	23	35,7	57,3	76,7	14,4
ST-DENIS-LES-SENS	VIERZON-EST	224,76	32,3	47,6	79	101,1	17
ST-DENIS-LES-SENS	VIERZON-NORD	219,06	31,5	46,9	78,1	100,4	16,4
ST-DENIS-LES-SENS	VILLE SOUS LAFERTE	125,76	9,2	14,2	23,4	32,2	5,5
ST-DENIS-LES-SENS	VILLEFRANCHE S/ CHER	234,56	33,4	50	80,6	104,5	17,3
ST-DENIS-LES-SENS	VILLEFRANCHE-LIMAS	371,33	31	47,4	74,3	101,4	18,4
ST-DENIS-LES-SENS	VILLEFRANCHE-NORD	335,58	27,2	42,4	67,3	91,8	16,5
ST-DENIS-LES-SENS	VILLEFRANCHE-VILLE	340,88	27,3	43,3	68	92	16,7
ST-DENIS-LES-SENS	VILLENEUVE-DONDAGRE	13,01	1,1	1,6	2,9	4,2	0,6
ST-DENIS-LES-SENS	VIRIAT	337,55	26,8	41,8	65,4	90	15,7
ST-DENIS-LES-SENS	VIRY	448,51	41,4	65,5	103,2	139,4	24,3
ST-DENIS-LES-SENS	VOIE SACREE	248,65	20,7	32,2	50,1	68,4	13
ST-DENIS-LES-SENS	VULAINES	28,74	2,7	4,1	6,7	9	1,3
ST-DENIS-LES-SENS	VULCANIA BROMONT	435,07	51,4	78	124,9	163,6	28,4
ST-GERMAIN-LAXIS	ALLAINES	204,5	28,3	41,5	67,6	88,9	14,9
ST-GERMAIN-LAXIS	ALLAINVILLE	233,1	30,8	45,9	76,5	97,2	16,2
ST-GERMAIN-LAXIS	AMBERIEU	431,66	34,5	54,6	84,8	116,4	20,9
ST-GERMAIN-LAXIS	AMBOISE CH.RENAULT	281,7	36,9	54,7	88	116	20,1
ST-GERMAIN-LAXIS	ARLAY	367,61	27,5	43,6	70,9	97,1	16,6
ST-GERMAIN-LAXIS	ARTENAY	191,1	27,3	39,8	65,5	86,1	14,1
ST-GERMAIN-LAXIS	AUXERRE NORD	129,67	10,3	16,3	25,5	35,3	6,2
ST-GERMAIN-LAXIS	AUXERRE SUD	141,37	10,3	16,3	25,5	35,3	6,2
ST-GERMAIN-LAXIS	AUXY	135	15,2	23,1	37,4	48,9	8,5
ST-GERMAIN-LAXIS	AVALLON	185,47	14,5	22,5	34,6	48	8,6
ST-GERMAIN-LAXIS	BALAN	455,69	35,6	55,9	87,2	120,4	21,5
ST-GERMAIN-LAXIS	BAUME-LES-DAMES	407,61	31,1	48,9	78,8	107,3	18,8
ST-GERMAIN-LAXIS	BEAUMONT	373,45	30,9	46,9	73	97,1	18,4
ST-GERMAIN-LAXIS	BEAUNE NORD	277,12	21,6	33,8	52,7	71,7	13,1
ST-GERMAIN-LAXIS	BEAUNE SUD	282,87	22,5	35,3	55,6	76,1	13,7
ST-GERMAIN-LAXIS	BEAUPONT	411,31	30,8	48,2	78,4	107,9	18,6
ST-GERMAIN-LAXIS	BEAUREPAIRE	383,01	29,1	45,3	74,2	102,2	17,4
ST-GERMAIN-LAXIS	BELLEGARDE	467,35	40,9	63,8	100,8	138,2	24,9
ST-GERMAIN-LAXIS	BELLEVILLE S/SAONE	388,57	30,8	48,4	75,5	103,7	18,6
ST-GERMAIN-LAXIS	BERSAILLIN	362,81	27,1	42,9	68,9	95,5	16,6
ST-GERMAIN-LAXIS	BESANCON EST	388,53	29,2	45,8	73,9	102,1	17,6
ST-GERMAIN-LAXIS	BESANCON NORD	373,91	28,8	44,5	72	99,5	17,1
ST-GERMAIN-LAXIS	BESANCON OUEST	364,51	27,9	44,1	71	97,5	16,9
ST-GERMAIN-LAXIS	BEYNOST	469,85	38	59,8	92,6	127	22,9
ST-GERMAIN-LAXIS	BIERRE-LES-SEMUR	211,37	16,1	24,9	38,5	53,2	9,7
ST-GERMAIN-LAXIS	BLERE	358,4	44,1	66,1	107,1	138,1	23,7
ST-GERMAIN-LAXIS	BLOIS	252	34	50,4	82,3	107,5	18,1
ST-GERMAIN-LAXIS	BOURG NORD	389,46	31	48,9	75,7	104,5	18,7
ST-GERMAIN-LAXIS	BOURG SUD	409,89	32,3	50,4	79,3	108,9	19,8
ST-GERMAIN-LAXIS	BOURGES (LIM.CONC.)	313	40,4	60,9	99	128,5	22
ST-GERMAIN-LAXIS	BULGNEVILLE	283,71	20,2	31,9	51,4	70,6	12,1
ST-GERMAIN-LAXIS	CHALON NORD	304,97	24,8	38,5	60	82,9	15
ST-GERMAIN-LAXIS	CHALON SUD	311,17	24,8	38,5	60	82,9	15
ST-GERMAIN-LAXIS	CHALONS LA VEUVE	228,65	18,4	28,3	45,1	59,1	11
ST-GERMAIN-LAXIS	CHALONS MOURMELON	237,05	18,4	28,5	45,4	61,7	11,4
ST-GERMAIN-LAXIS	CHARMONT (LIM.CONC)	150,15	11,6	17,8	27,1	37,5	6,9
ST-GERMAIN-LAXIS	CHATEAU-THIERRY	308,35	26,4	39,7	61,5	83,8	15,6
ST-GERMAIN-LAXIS	CHATENOIS	293,86	20,5	32,5	52,6	72,7	12,6
ST-GERMAIN-LAXIS	CHATILLON-LABORDE	7,26	0,6	1	1,5	2,3	0,4
ST-GERMAIN-LAXIS	CHAUMONT-SEMOUTIERS	201,33	13,7	21,4	33,2	46,3	8,1
ST-GERMAIN-LAXIS	CHEMERY	317,8	40,2	60,2	96,4	127,2	21,4
ST-GERMAIN-LAXIS	CHOISEY	329,72	24,8	38,7	62	85,7	15
ST-GERMAIN-LAXIS	CLERMONT EN ARGONNE	287,85	22,1	34,1	52,6	70,9	13,7
ST-GERMAIN-LAXIS	CLERMONT-BARRIERE	502,48	57,2	86,4	139,8	184,8	31,7
ST-GERMAIN-LAXIS	COLOMBEY-LES-BELLES	322,56	23,1	36,1	58,3	80,5	13,8
ST-GERMAIN-LAXIS	COMBRONDE	465,26	52,9	79,4	129,3	170,1	29,3
ST-GERMAIN-LAXIS	COURTENAY	89,4	7	10,7	16,6	22,8	4,4
ST-GERMAIN-LAXIS	DIJON SUD	312,77	24,7	37,6	61	83,9	14,5
ST-GERMAIN-LAXIS	DIJON-ARC S/TILLE	287,2	20,3	32	51,5	71,1	12,3
ST-GERMAIN-LAXIS	DIJON-CRIMOLOIS	302,21	21,9	34,1	55,2	75,4	13,3
ST-GERMAIN-LAXIS	DOLE	331,91	24,8	38,7	62	85,7	15
ST-GERMAIN-LAXIS	DORMANS	282,75	24,1	36,3	56,5	76,2	14,3
ST-GERMAIN-LAXIS	EGLETONS	586,01	65,6	99,6	156,6	209,7	37,1
ST-GERMAIN-LAXIS	ELOISE	476,05	42,1	65,9	103,8	142,5	25,8
ST-GERMAIN-LAXIS	ESCRENNES	158,1	18,6	29	47,9	61,1	10,3
ST-GERMAIN-LAXIS	ESVRES	372,2	45,4	68,2	110,5	142,9	24,5
ST-GERMAIN-LAXIS	FEILLENS	364,55	28,9	45,1	71,5	98,2	17,5
ST-GERMAIN-LAXIS	FLEURY-EN-BIERE	155,83	11,7	18,6	29,6	40,7	7,1
ST-GERMAIN-LAXIS	FONTAINEBLEAU	130,4	9,8	15,6	24,5	33,7	6
ST-GERMAIN-LAXIS	FONTENAY /LOING	112,6	12	17,6	26,6	36	6,6
ST-GERMAIN-LAXIS	FORET DE TRONCAIS	383,65	45,9	69,6	112,6	147,2	25,5
ST-GERMAIN-LAXIS	FORGES	24,53	2,2	3,2	4,9	6,8	1,3
ST-GERMAIN-LAXIS	FRESNES EN WOEVRE	328,15	26,2	40,6	63,1	84,5	16,1
ST-GERMAIN-LAXIS	GANNAT	463,27	52,7	79,3	128,4	169,5	29,2
ST-GERMAIN-LAXIS	GENDREY	348,49	26,1	40,9	66,4	91,7	16
ST-GERMAIN-LAXIS	GERZAT-VILLE	484,12	54,1	82,1	132	173,2	30,3
ST-GERMAIN-LAXIS	GONDREVILLE A77/N	119,8	13,1	19,8	30,3	39,5	7,2
ST-GERMAIN-LAXIS	GONDREVILLE A77/S	166,55	17,1	25,8	40	52,8	9,6
ST-GERMAIN-LAXIS	GROISSIAT	460,92	38,3	60,3	94,2	130,2	23
ST-GERMAIN-LAXIS	GYE	336,17	24,8	38,7	62,3	85,6	15
ST-GERMAIN-LAXIS	JARNY	350,65	27,7	43,3	65,5	86,5	17,1
ST-GERMAIN-LAXIS	JOIGNY	103,87	7,8	11,9	19,2	26,2	4,9
ST-GERMAIN-LAXIS	L ISLE-S/LE-DOUBS	424,91	32,4	50,6	81,8	113,2	19,6
ST-GERMAIN-LAXIS	LA BOISSE	480,75	39,1	61,7	96,3	132,2	23,9
ST-GERMAIN-LAXIS	LA BOISSE - MONTLUEL	459,97	37,3	57,9	88,4	122,4	22,4
ST-GERMAIN-LAXIS	LA COTIERE	465,18	38	58,7	92	125,9	22,7
ST-GERMAIN-LAXIS	LA CROIX-CHALON	446,32	36,7	57,7	90,7	125,2	22
ST-GERMAIN-LAXIS	LA FOLIE-B/PARIS	269,2	35,2	51	86,5	111,5	19
ST-GERMAIN-LAXIS	LAMOTTE-BEUVRON	241,3	32,8	48,3	78,9	103,7	17,6
ST-GERMAIN-LAXIS	LANGRES NORD	227,66	15,9	24,4	39,5	54,8	9,6
ST-GERMAIN-LAXIS	LANGRES SUD	234,31	16,1	25,6	41,9	57,3	10
ST-GERMAIN-LAXIS	LE MIROIR	398,15	29,9	46,7	75,6	104,6	18
ST-GERMAIN-LAXIS	LES EPRUNES	16,34	1,6	2,8	4,2	5,9	0,9
ST-GERMAIN-LAXIS	MACON NORD	356,97	28,9	44,9	69,8	95,7	17,2
ST-GERMAIN-LAXIS	MACON SUD	367,3	29,5	46,4	71,9	99,1	17,7
ST-GERMAIN-LAXIS	MAGNANT	150,49	10,8	16,7	26,5	36,6	6,4
ST-GERMAIN-LAXIS	MANZAT	477,01	54,2	82,4	131,7	173,6	30,3
ST-GERMAIN-LAXIS	MAROLLES-SUR-SEINE	32,05	2,2	3,2	4,9	6,9	1,3
ST-GERMAIN-LAXIS	MER	234,8	32,7	47,4	77,1	101,2	17,4
ST-GERMAIN-LAXIS	MEUNG SUR LOIRE	218,3	30,6	44,7	71,9	95,1	16,1
ST-GERMAIN-LAXIS	MONT CHOISY	208,85	16,5	25,6	40,4	54,5	10,1
ST-GERMAIN-LAXIS	MONTIGNY-LE-ROI	247,76	17,4	26,8	43,9	60,8	10,4
ST-GERMAIN-LAXIS	MONTLUCON	408,58	48,2	72,8	117,4	154,3	26,6
ST-GERMAIN-LAXIS	MONTMARAULT	421,18	49,5	74,8	121,5	159,7	27,3
ST-GERMAIN-LAXIS	MONTREUIL (REIMS)	328,85	28,7	42,6	65,8	87,7	16,7
ST-GERMAIN-LAXIS	MONTREUIL AUX LIONS	355,15	30,7	45,6	70,5	94,3	18
ST-GERMAIN-LAXIS	NEMOURS	127,45	9,8	15,6	24,5	33,7	6
ST-GERMAIN-LAXIS	NITRY	166,17	12,3	20	30,6	42,2	7,4
ST-GERMAIN-LAXIS	NUITS-ST-GEORGES	295,27	23,1	35,6	58	79,8	13,8
ST-GERMAIN-LAXIS	OLIVET	209	29,5	43,2	70,5	91,7	15,6
ST-GERMAIN-LAXIS	ORLEANS-CENTRE	202,6	28,8	42,3	68,7	89,3	15
ST-GERMAIN-LAXIS	ORLEANS-NORD	196,6	28	40,9	66,7	87,6	14,6
ST-GERMAIN-LAXIS	PEROUGES	449,12	35,6	55,9	87,2	120,4	21,5
ST-GERMAIN-LAXIS	PONT D AIN	424,3	33,5	53	83,2	114,6	20,4
ST-GERMAIN-LAXIS	POUILLY-EN-AUXOIS	240,47	18,5	29,1	46,6	63,3	11,2
ST-GERMAIN-LAXIS	REIMS EST (TAISSY)	255,85	21,7	32,7	52	69,2	12,7
ST-GERMAIN-LAXIS	REIMS NORD (ORMES)	262,45	22,7	34,4	53,7	72,6	13,1
ST-GERMAIN-LAXIS	REIMS OUEST (THILLOIS)	269,05	23,3	35,1	54,3	73,8	13,6
ST-GERMAIN-LAXIS	REIMS SUD	254,85	21,5	32,3	51	68,2	12,6
ST-GERMAIN-LAXIS	REPLONGES	367,82	28,9	45,1	71,5	98,2	17,5
ST-GERMAIN-LAXIS	RIOM	478,1	54	82	131,7	173,1	30,1
ST-GERMAIN-LAXIS	ROBECOURT	269,72	18,9	29,8	48,2	66,6	11
ST-GERMAIN-LAXIS	SAINT MAURICE	464,91	35,5	55,8	89,2	123,1	21,4
ST-GERMAIN-LAXIS	SAINT THIBAULT	124,26	8,7	13,3	21	29,3	5,1
ST-GERMAIN-LAXIS	SALBRIS	260	34,4	51,3	83,2	109,8	18,4
ST-GERMAIN-LAXIS	SAVIGNY /CLAIRIS	87,4	7	10,9	16,6	23,4	4,4
ST-GERMAIN-LAXIS	SEURRE	306,77	24,5	38,6	59,9	82,5	14,8
ST-GERMAIN-LAXIS	SOIRANS	310,91	23,4	36,1	58,8	81	14
ST-GERMAIN-LAXIS	SOMMESOUS	187,55	14,6	22,7	35,2	47,9	8,8
ST-GERMAIN-LAXIS	ST AMAND-MONTROND	354,45	43,8	66,1	106,8	139,4	24
ST-GERMAIN-LAXIS	ST ETIENNE AU TEMPLE	237,05	18,4	28,5	45,4	61,7	11,4
ST-GERMAIN-LAXIS	ST GERMAIN LES VERGNE	630,01	70,4	107,6	168,8	226,3	40,1
ST-GERMAIN-LAXIS	ST GIBRIEN	216,25	17,3	26,7	42	56,9	10,5
ST-GERMAIN-LAXIS	ST HILAIRE	91,6	7,9	12,2	18,8	26,3	4,8
ST-GERMAIN-LAXIS	ST JULIEN SANCY	520,01	58,4	89,1	141,7	187	33
ST-GERMAIN-LAXIS	ST MARTIN-DU-FRESNE	441,03	36,5	57,5	89,2	123,4	22
ST-GERMAIN-LAXIS	ST ROMAIN SUR CHER	329	41,1	61,8	99	131,1	21,9
ST-GERMAIN-LAXIS	ST-DENIS-LES-SENS	61,94	5	7,5	12,2	16,7	3,1
ST-GERMAIN-LAXIS	STE MENEHOULD	270,05	20,4	31,9	50,6	68,4	12,9
ST-GERMAIN-LAXIS	SYLANS	450,6	37,3	58,4	90,8	124,8	22,5
ST-GERMAIN-LAXIS	THENNELIERES	136,36	9,5	14,6	23	31,9	5,6
ST-GERMAIN-LAXIS	TIL CHATEL	264,36	18,3	28,8	48,1	66,3	11,3
ST-GERMAIN-LAXIS	TORVILLIERS	108,18	8	12,4	19,6	26,8	4,9
ST-GERMAIN-LAXIS	TOURNUS	331,47	26,2	40,8	63,9	87,6	16
ST-GERMAIN-LAXIS	TOURS-C/MONNAIE	309,9	41	60	96,3	126,8	22,3
ST-GERMAIN-LAXIS	TULLE EST	604,01	67,7	103,4	161,7	214,7	38,3
ST-GERMAIN-LAXIS	TULLE NORD	612,01	68,3	104,4	162,5	219,1	38,7
ST-GERMAIN-LAXIS	URY	139,28	10,2	16,2	25,5	35,2	6,2
ST-GERMAIN-LAXIS	USSEL EST	544,01	61	93,4	147,5	195,5	34,3
ST-GERMAIN-LAXIS	USSEL OUEST	561,01	63,1	96,1	151,7	201,6	35,4
ST-GERMAIN-LAXIS	VAL DE SAONE	471,36	36,4	53,7	93,1	128,9	21,8
ST-GERMAIN-LAXIS	VALLEE DE L'AUBE	163,25	12,7	19,6	29,9	41,1	7,6
ST-GERMAIN-LAXIS	VATRY	191,85	15,1	23,2	35,3	49,2	8,9
ST-GERMAIN-LAXIS	VEIGNE	391	46,8	71	114,9	148,2	25,3
ST-GERMAIN-LAXIS	VERDUN	328,15	26,2	40,6	63,1	84,5	16,1
ST-GERMAIN-LAXIS	VIERZON-EST	286,7	37,2	55	90,6	117,9	20,1
ST-GERMAIN-LAXIS	VIERZON-NORD	281	36,4	54,3	89,7	117,2	19,5
ST-GERMAIN-LAXIS	VILLE SOUS LAFERTE	178,16	12,2	19,4	30,8	42,3	7,3
ST-GERMAIN-LAXIS	VILLEFRANCHE S/ CHER	296,5	38,3	57,4	92,2	121,3	20,4
ST-GERMAIN-LAXIS	VILLEFRANCHE-LIMAS	433,27	35,3	54,5	85,5	117,3	21
ST-GERMAIN-LAXIS	VILLEFRANCHE-NORD	397,52	31,9	49,3	78,5	108,2	19,4
ST-GERMAIN-LAXIS	VILLEFRANCHE-VILLE	402,82	32,3	50,6	79,1	109	19,6
ST-GERMAIN-LAXIS	VILLENEUVE-DONDAGRE	74,95	6	9,1	14,6	19,9	3,5
ST-GERMAIN-LAXIS	VIRIAT	399,49	31,2	49	76,4	105,8	19,3
ST-GERMAIN-LAXIS	VIRY	510,45	45,9	72,5	114	155,7	28,2
ST-GERMAIN-LAXIS	VOIE SACREE	301,05	23,9	37,1	55,9	76,2	14,7
ST-GERMAIN-LAXIS	VULAINES	81,14	6	9,3	14,1	19,7	3,7
ST-GERMAIN-LAXIS	VULCANIA BROMONT	497,01	56,3	85,4	136,5	180,4	31,5
STE MENEHOULD	AMBERIEU	482,45	40,1	59,9	101,5	139,8	24,6
STE MENEHOULD	ARLAY	380,96	31,3	49,6	81,2	110,4	19,3
STE MENEHOULD	AUXERRE NORD	285,38	22,7	35,8	57,9	79	14,1
STE MENEHOULD	AUXERRE SUD	297,08	22,7	35,8	57,9	79	14,1
STE MENEHOULD	AVALLON	341,18	26,9	42,3	67,2	91,7	16,7
STE MENEHOULD	BALAN	506,48	40,8	61,4	103,9	143,2	25,4
STE MENEHOULD	BAUME-LES-DAMES	420,96	35	54,8	88,9	122,3	21,8
STE MENEHOULD	BEAUNE NORD	351,36	29	44,9	72,9	99,7	17,9
STE MENEHOULD	BEAUNE SUD	350,21	28,9	44,9	72,9	99,7	17,9
STE MENEHOULD	BEAUPONT	424,66	34,8	53,9	88,2	121,8	21,6
STE MENEHOULD	BEAUREPAIRE	396,36	33,1	51,1	84,3	115,5	20,1
STE MENEHOULD	BELLEVILLE S/SAONE	455,91	37,5	57,8	92,6	127	22,8
STE MENEHOULD	BERSAILLIN	376,16	31,2	48,5	79,1	109,2	19,3
STE MENEHOULD	BESANCON EST	401,88	33,2	51,8	83,9	115,4	20,3
STE MENEHOULD	BESANCON NORD	387,26	32,9	50,5	82,3	113,1	19,9
STE MENEHOULD	BESANCON OUEST	377,86	31,9	50,2	81,3	111,2	19,7
STE MENEHOULD	BEYNOST	520,64	43,4	65,1	109,3	151	26,7
STE MENEHOULD	BIERRE-LES-SEMUR	367,08	28,3	44,6	71,1	96,9	17,7
STE MENEHOULD	BOURG NORD	454,67	37,3	55	92,3	127,3	23
STE MENEHOULD	BOURG SUD	460,68	37,6	55,4	96	132	23,1
STE MENEHOULD	BULGNEVILLE	297,06	24,2	37,7	61,5	84,2	15
STE MENEHOULD	CHALON NORD	372,31	31,1	48,2	77,3	105,7	19,1
STE MENEHOULD	CHALON SUD	378,51	31,1	48,2	77,3	106,1	19,1
STE MENEHOULD	CHATENOIS	307,21	24,4	38,2	62,7	85,6	15,5
STE MENEHOULD	CHATILLON-LABORDE	262,79	20,4	31,9	50,6	68,4	12,9
STE MENEHOULD	CHAUMONT-SEMOUTIERS	214,68	16,2	25,8	41,7	56,5	10,7
STE MENEHOULD	CHOISEY	343,07	28,7	44,5	72,3	99,2	17,5
STE MENEHOULD	CLERMONT-BARRIERE	658,19	69,5	105,9	172,6	228,3	39,6
STE MENEHOULD	COLOMBEY-LES-BELLES	335,91	27	42	68,3	93,6	16,6
STE MENEHOULD	COMBRONDE	620,97	65,2	98,9	162,1	213,6	37,2
STE MENEHOULD	COURTENAY	245,11	19,4	30,1	49,2	65,6	12,2
STE MENEHOULD	DIJON SUD	350,71	27,9	43,9	71,9	97,5	17,3
STE MENEHOULD	DIJON-ARC S/TILLE	300,55	24,3	37,8	61,6	84,5	15,3
STE MENEHOULD	DIJON-CRIMOLOIS	315,56	25,9	40,2	65,5	89,3	16,1
STE MENEHOULD	DOLE	345,26	28,6	44,5	72,3	99,2	17,5
STE MENEHOULD	FEILLENS	431,89	35	55,1	88,5	121,3	21,9
STE MENEHOULD	FLEURY-EN-BIERE	311,54	24,3	38,1	62,1	84,3	15,3
STE MENEHOULD	FONTAINEBLEAU	286,11	21,8	34,9	56,9	77	13,9
STE MENEHOULD	FORET DE TRONCAIS	539,36	58,2	89,1	145,4	190,7	33,4
STE MENEHOULD	FORGES	245,52	18,4	29	46,4	62,2	11,6
STE MENEHOULD	GANNAT	618,98	65	98,8	161,2	213	37,1
STE MENEHOULD	GENDREY	361,84	30	46,8	76,6	105,1	18,6
STE MENEHOULD	GERZAT-VILLE	639,83	66,4	101,6	164,8	216,7	38,2
STE MENEHOULD	GROISSIAT	511,71	43,1	65,1	111,7	153,9	26,7
STE MENEHOULD	GYE	349,52	28,5	44,5	72,5	99,2	17,5
STE MENEHOULD	JOIGNY	259,58	20,2	31,6	51,2	70,1	12,8
STE MENEHOULD	L ISLE-S/LE-DOUBS	438,26	36,1	56,7	92,2	125,4	22,3
STE MENEHOULD	LA BOISSE	532,29	45	67,5	114,7	155,9	27,4
STE MENEHOULD	LA BOISSE - MONTLUEL	510,76	42,3	63,7	105,8	145,3	26,4
STE MENEHOULD	LA COTIERE	516,72	43	64,4	111,2	151,8	26,7
STE MENEHOULD	LA CROIX-CHALON	497,11	41,9	61,9	108,5	148,2	25,8
STE MENEHOULD	LANGRES NORD	241,01	19,6	30,5	49,8	68	12,4
STE MENEHOULD	LANGRES SUD	247,66	20,1	31,7	52	70,8	12,8
STE MENEHOULD	LE MIROIR	411,5	33,9	52,6	85,8	117,9	20,7
STE MENEHOULD	LES EPRUNES	286,39	22,2	34,9	55,8	75,7	13,9
STE MENEHOULD	MACON CENTRE	434,62	35	55,1	88,8	121,2	21,8
STE MENEHOULD	MACON NORD	424,31	35,2	54,8	86,9	118,9	21,7
STE MENEHOULD	MACON SUD	434,64	35,9	55,8	89,3	122,3	22,1
STE MENEHOULD	MAGNANT	163,84	12,9	20,2	32,9	44,1	8,2
STE MENEHOULD	MAROLLES-SUR-SEINE	238	18,4	29	46,4	62,2	11,6
STE MENEHOULD	MONTIGNY-LE-ROI	261,11	21,2	32,6	54,3	74,3	13,2
STE MENEHOULD	MONTLUCON	564,29	60,5	92,3	150,2	197,8	34,5
STE MENEHOULD	MONTMARAULT	576,89	61,8	94,3	154,3	203,2	35,2
STE MENEHOULD	NEMOURS	283,16	21,8	34,9	56,9	77	13,9
STE MENEHOULD	NITRY	321,88	25	39,3	63	85,5	15,6
STE MENEHOULD	NUITS-ST-GEORGES	333,21	26,8	41,4	67,8	92,8	16,3
STE MENEHOULD	PEROUGES	499,91	40,8	61,4	103,9	143,2	25,4
STE MENEHOULD	PONT D AIN	475,09	38,4	57,8	101,1	136,9	24
STE MENEHOULD	POUILLY-EN-AUXOIS	388,01	31,6	48,9	78,7	107,5	19,4
STE MENEHOULD	REPLONGES	435,16	35	55,1	88,5	121,3	21,9
STE MENEHOULD	RIOM	633,81	66,3	101,5	164,5	216,6	38
STE MENEHOULD	ROBECOURT	283,07	22,6	35,6	58,2	79,7	14,1
STE MENEHOULD	SAINT GENIS	466,28	37,5	56,5	95,2	129,9	23,1
STE MENEHOULD	SAINT MAURICE	478,26	39,5	61,7	99,5	136,4	24,4
STE MENEHOULD	SAINT THIBAULT	145,79	11,4	17,9	29,3	39,2	7,3
STE MENEHOULD	SEURRE	356,16	29,1	45,4	73,9	101,8	18
STE MENEHOULD	SOIRANS	324,26	27,3	42	68,9	94,3	16,8
STE MENEHOULD	ST AMAND-MONTROND	510,16	56,1	85,6	139,6	182,9	31,9
STE MENEHOULD	ST MARTIN-DU-FRESNE	491,82	41,6	60,3	106,3	146	25,7
STE MENEHOULD	ST-DENIS-LES-SENS	217,65	17,2	27	44,8	60,6	11,2
STE MENEHOULD	ST-GERMAIN-LAXIS	270,05	20,4	31,9	50,6	68,4	12,9
STE MENEHOULD	SYLANS	501,39	42,3	64,2	107,8	148,5	26,2
STE MENEHOULD	THENNELIERES	133,69	10	15,9	26,5	35,2	6,7
STE MENEHOULD	TIL CHATEL	277,71	22,7	34,7	58	79,6	14
STE MENEHOULD	TORVILLIERS	161,87	12,8	19,9	32,7	43,9	8,2
STE MENEHOULD	TOURNUS	398,81	32,9	50,8	81,3	111,1	20,1
STE MENEHOULD	URY	294,99	22,5	35,6	57,8	79	14,1
STE MENEHOULD	VAL DE SAONE	484,71	39,9	59,5	103	141,2	24,7
STE MENEHOULD	VILLE SOUS LAFERTE	191,51	14,8	23,6	37,8	51	9,7
STE MENEHOULD	VILLEFRANCHE-LIMAS	500,61	41,7	64,1	103,1	140,7	25,6
STE MENEHOULD	VILLEFRANCHE-NORD	464,86	38,3	58,9	95,4	131	23,5
STE MENEHOULD	VILLEFRANCHE-VILLE	470,16	38,9	60,3	96,1	131,6	23,7
STE MENEHOULD	VILLENEUVE-DONDAGRE	230,66	18,2	28,5	47,1	63,9	11,6
STE MENEHOULD	VIRIAT	450,28	36,9	54,8	93,1	128,1	22,7
STE MENEHOULD	VULAINES	188,91	14,4	22,7	36,8	49,5	9,4
SYLANS	ALLAINES	481,55	52,1	79	125,9	169,1	29,4
SYLANS	ALLAINVILLE	510,15	54,6	83,4	134,8	177,4	30,7
SYLANS	AMBERIEU	40,66	4,8	7,3	11,7	16,2	2,7
SYLANS	AMBOISE CH.RENAULT	558,75	60,7	92,2	146,3	196,2	34,6
SYLANS	ARLAY	120,43	11,7	18,6	30,2	40,6	7,1
SYLANS	ARTENAY	468,15	51,1	77,3	123,8	166,3	28,6
SYLANS	AUXERRE NORD	320,93	27,4	43	66,1	89,9	16,6
SYLANS	AUXERRE SUD	309,23	27,4	43	66,1	89,9	16,6
SYLANS	AUXY	412,05	39	60,6	95,7	129,1	23
SYLANS	AVALLON	265,13	22,9	35,6	54,6	74,8	13,7
SYLANS	BALAN	64,69	6	9,6	14,3	20	3,8
SYLANS	BAUME-LES-DAMES	250,63	21,6	33,8	54,1	75	13,1
SYLANS	BEAUMONT	604,79	52,8	79,2	130,2	177,2	31,7
SYLANS	BEAUNE NORD	173,48	15,4	23,8	36,9	50,4	9,4
SYLANS	BEAUNE SUD	167,73	15	23,1	35,7	49,1	8,7
SYLANS	BEAUPONT	76,73	7,9	12,9	20,4	28,1	5
SYLANS	BEAUREPAIRE	105,03	9,9	16,3	26,4	36,5	6,4
SYLANS	BELLEGARDE	16,75	2,6	4,1	6,7	8,8	1,5
