Autoroute entrée	Péage entrée	Ville entrée	Autoroute sortie	Péage sortie	Ville sortie	Classe 1	Classe 2	Classe 3	Classe 4	Classe 5
A71	7	BOURGES	A26	23	THENNELIERES	42	63,4	102,4	133,1	23
A71	7	BOURGES	A31	5	TIL CHATEL	50,9	76,5	124,9	164,6	28,1
A71	7	BOURGES	A5	20	TORVILLIERS	40,4	60,9	99,3	128,8	22
A71	7	BOURGES	A6	27	TOURNUS	53,3	81,1	130,6	171,4	29,7
A71	7	BOURGES	A10	-	TOURS CENTRE (MONNAIE)	24	38,4	58,1	77,9	14,3
A71	7	BOURGES	A89	21	TULLE EST	27,3	42,5	62,7	86,2	16,3
A71	7	BOURGES	A89	20	TULLE NORD	27,9	43,5	63,5	90,6	16,7
A71	7	BOURGES	A6	14	URY	37,4	56	91,7	117,4	19,9
A71	7	BOURGES	A89	24	USSEL EST	20,6	32,5	48,5	67	12,3
A71	7	BOURGES	A89	23	USSEL OUEST	22,7	35,2	52,7	73,1	13,4
A71	7	BOURGES	A406	-	VAL DE SAONE	62,2	93,6	151,8	200,8	34,7
A71	7	BOURGES	A26	21	VALLEE DE L'AUBE	45	68,1	111,1	144,7	24,6
A71	7	BOURGES	A26	19	VATRY	47,4	71,7	116,5	152,8	25,9
A71	7	BOURGES	A85	-	VEIGNE	14,2	23,6	38	48,5	9
A71	7	BOURGES	A4	31	VERDUN	58,5	89,1	144,3	188,1	33,1
A71	7	BOURGES	A71	6	VIERZON EST	2,7	4,5	6	7,3	1,9
A71	7	BOURGES	A71	5	VIERZON NORD	3	4,9	8,4	9,6	2,1
A71	7	BOURGES	A5	23	VILLE SOUS LA FERTE	44,6	67,4	110,2	143,8	24,3
A71	7	BOURGES	A6	31.1	VILLEFRANCHE NORD	59	89,2	144,9	191,1	33,3
A71	7	BOURGES	A6	-	VILLEFRANCHE-LIMAS	62,5	95	152,2	201,5	34,9
A71	7	BOURGES	A6	31.2	VILLEFRANCHE-VILLE	59,5	90,7	145,6	192,1	33,5
A71	7	BOURGES	A19	2	VILLENEUVE-DONDAGRE	34,4	51,7	84,8	108,6	18,3
A71	7	BOURGES	A40	6	VIRIAT	58,4	88,9	142,7	189	33,3
A71	7	BOURGES	A40	-	VIRY	73,1	113,1	180,5	239,8	42
A71	7	BOURGES	A4	30	VOIE SACREE	56,2	85,6	137,1	179,8	31,7
A71	7	BOURGES	A5	19	VULAINES	38,4	57,2	93,4	120,7	20,3
A71	7	BOURGES	A89	26	VULCANIA-BROMONT	15,9	24,5	37,5	51,9	9,5
A71	-	CLERMONT	A10	11	ALLAINVILLE	36	56,5	88,5	118,4	21,5
A71	-	CLERMONT	A10	13	ARTENAY	31,2	49	77,7	103,7	18,6
A71	-	CLERMONT	A19	6	AUXY	39,3	60,1	97,9	128,4	22,2
A71	-	CLERMONT	A85	11	BLERE	29	45,1	72,1	96	17,1
A71	-	CLERMONT	A10	17	BLOIS	34,6	53,4	84,9	112,5	20,5
A71	-	CLERMONT	A71	7	BOURGES	16,8	25,5	40,8	56,3	9,7
A71	-	CLERMONT	A10	18	CHATEAU-RENAULT	36,4	57,3	89,4	121,1	21,8
A71	-	CLERMONT	A19	7	ESCRENNES	36	55,4	87,4	116,2	20,4
A71	-	CLERMONT	A85	10	ESVRES	30,3	47,3	75	98,7	17,8
A71	-	CLERMONT	A19	5	FONTENAY SUR LOING	42,6	66,6	108,6	141,3	24,1
A71	-	CLERMONT	A19	-	GONDREVILLE LA FRANCHE NORD	41,5	63,7	105	137,8	23,5
A71	-	CLERMONT	A19	-	GONDREVILLE LA FRANCHE SUD	45,5	69,7	114,7	151,1	25,9
A71	-	CLERMONT	A10	12	JANVILLE (ALLAINES)	32,4	51	80,3	107,8	19,5
A71	-	CLERMONT	A71	3	LAMOTTE BEUVRON	23	35,8	58,4	76,3	13,4
A71	-	CLERMONT	A10	16	MER	32,3	50,5	79,2	107,4	19,1
A71	-	CLERMONT	A10	15	MEUNG	30,1	47,2	73,1	100,6	17,9
A71	-	CLERMONT	A71	2	OLIVET	27	41,6	66,2	89,1	15,7
A71	-	CLERMONT	A71	1	ORLEANS CENTRE	27,8	43,6	70,4	91,1	16
A71	-	CLERMONT	A10	14	ORLEANS NORD	29,6	46	72,9	97,9	17,5
A71	-	CLERMONT	A10	-	PARIS (LA FOLIE BESSIN)	39,4	62,1	99,1	132,4	24,1
A71	-	CLERMONT	A85	14	ROMORANTIN	22,7	35,1	56,5	75,2	13,4
A71	-	CLERMONT	A85	12	SAINT AIGNAN SUR CHER	25,7	40,2	64,4	87	15
A71	-	CLERMONT	A19	4	SAINT HILAIRE LES ANDRESIS	46,7	71	116,6	151	26
A71	-	CLERMONT	A71	4	SALBRIS	21,6	33,5	53,9	71	12,7
A71	-	CLERMONT	A19	3	SAVIGNY SUR CLAIRIS	47,6	72,3	118,8	154,1	26,3
A71	-	CLERMONT	A85	13	SELLES SUR CHER	24,5	38,3	60	82,7	14,4
A71	-	CLERMONT	A10	-	TOURS CENTRE (MONNAIE)	40,8	63,9	98,9	134,2	24
A71	-	CLERMONT	A85	-	VEIGNE	31	49,1	78,8	104,8	18,7
A71	-	CLERMONT	A71	6	VIERZON EST	19,5	30	46,8	63,6	11,6
A71	-	CLERMONT	A71	5	VIERZON NORD	19,8	30,4	49,2	65,9	11,8
A71	12.1	COMBRONDE	A10	11	ALLAINVILLE	31,7	49,5	78	103,7	19,1
A71	12.1	COMBRONDE	A10	13	ARTENAY	26,9	42	67,2	89	16,2
A71	12.1	COMBRONDE	A19	6	AUXY	35	53,1	87,4	113,7	19,8
A71	12.1	COMBRONDE	A85	11	BLERE	24,7	38,1	61,6	81,3	14,7
A71	12.1	COMBRONDE	A10	17	BLOIS	30,3	46,4	74,4	97,8	18,1
A71	12.1	COMBRONDE	A71	7	BOURGES	12,5	18,5	30,3	41,6	7,3
A71	12.1	COMBRONDE	A10	18	CHATEAU-RENAULT	32,1	50,3	78,9	106,4	19,4
A71	12.1	COMBRONDE	A19	7	ESCRENNES	31,7	48,4	76,9	101,5	18
A71	12.1	COMBRONDE	A85	10	ESVRES	26	40,3	64,5	84	15,4
A71	12.1	COMBRONDE	A19	5	FONTENAY SUR LOING	38,3	59,6	98,1	126,6	21,7
A71	12.1	COMBRONDE	A19	-	GONDREVILLE LA FRANCHE NORD	37,2	56,7	94,5	123,1	21,1
A71	12.1	COMBRONDE	A19	-	GONDREVILLE LA FRANCHE SUD	41,2	62,7	104,2	136,4	23,5
A71	12.1	COMBRONDE	A10	12	JANVILLE (ALLAINES)	28,1	44	69,8	93,1	17,1
A71	12.1	COMBRONDE	A71	3	LAMOTTE BEUVRON	18,7	28,8	47,9	61,6	11
A71	12.1	COMBRONDE	A10	16	MER	28	43,5	68,7	92,7	16,7
A71	12.1	COMBRONDE	A10	15	MEUNG	25,8	40,2	62,6	85,9	15,5
A71	12.1	COMBRONDE	A71	2	OLIVET	22,7	34,6	55,7	74,4	13,3
A71	12.1	COMBRONDE	A71	1	ORLEANS CENTRE	23,5	36,6	59,9	76,4	13,6
A71	12.1	COMBRONDE	A10	14	ORLEANS NORD	25,3	39	62,4	83,2	15,1
A71	12.1	COMBRONDE	A10	-	PARIS (LA FOLIE BESSIN)	35,1	55,1	88,6	117,7	21,7
A71	12.1	COMBRONDE	A85	14	ROMORANTIN	18,4	28,1	46	60,5	11
A71	12.1	COMBRONDE	A85	12	SAINT AIGNAN SUR CHER	21,4	33,2	53,9	72,3	12,6
A71	12.1	COMBRONDE	A19	4	SAINT HILAIRE LES ANDRESIS	42,4	64	106,1	136,3	23,6
A71	12.1	COMBRONDE	A71	4	SALBRIS	17,3	26,5	43,4	56,3	10,3
A71	12.1	COMBRONDE	A19	3	SAVIGNY SUR CLAIRIS	43,3	65,3	108,3	139,4	23,9
A71	12.1	COMBRONDE	A85	13	SELLES SUR CHER	20,2	31,3	49,5	68	12
A71	12.1	COMBRONDE	A10	-	TOURS CENTRE (MONNAIE)	36,5	56,9	88,4	119,5	21,6
A71	12.1	COMBRONDE	A85	-	VEIGNE	26,7	42,1	68,3	90,1	16,3
A71	12.1	COMBRONDE	A71	6	VIERZON EST	15,2	23	36,3	48,9	9,2
A71	12.1	COMBRONDE	A71	5	VIERZON NORD	15,5	23,4	38,7	51,2	9,4
A71	9	FORET DE TRONCAIS	A10	11	ALLAINVILLE	24,7	39,7	61,3	80,8	15,3
A71	9	FORET DE TRONCAIS	A10	13	ARTENAY	19,9	32,2	50,5	66,1	12,4
A71	9	FORET DE TRONCAIS	A19	6	AUXY	28	43,3	70,7	90,8	16
A71	9	FORET DE TRONCAIS	A85	11	BLERE	17,7	28,3	44,9	58,4	10,9
A71	9	FORET DE TRONCAIS	A10	17	BLOIS	23,3	36,6	57,7	74,9	14,3
A71	9	FORET DE TRONCAIS	A71	7	BOURGES	5,5	8,7	13,6	18,7	3,5
A71	9	FORET DE TRONCAIS	A10	18	CHATEAU-RENAULT	25,1	40,5	62,2	83,5	15,6
A71	9	FORET DE TRONCAIS	A19	7	ESCRENNES	24,7	38,6	60,2	78,6	14,2
A71	9	FORET DE TRONCAIS	A85	10	ESVRES	19	30,5	47,8	61,1	11,6
A71	9	FORET DE TRONCAIS	A19	5	FONTENAY SUR LOING	31,3	49,8	81,4	103,7	17,9
A71	9	FORET DE TRONCAIS	A19	-	GONDREVILLE LA FRANCHE NORD	30,2	46,9	77,8	100,2	17,3
A71	9	FORET DE TRONCAIS	A19	-	GONDREVILLE LA FRANCHE SUD	34,2	52,9	87,5	113,5	19,7
A71	9	FORET DE TRONCAIS	A10	12	JANVILLE (ALLAINES)	21,1	34,2	53,1	70,2	13,3
A71	9	FORET DE TRONCAIS	A71	3	LAMOTTE BEUVRON	11,7	19	31,2	38,7	7,2
A71	9	FORET DE TRONCAIS	A10	16	MER	21	33,7	52	69,8	12,9
A71	9	FORET DE TRONCAIS	A10	15	MEUNG	18,8	30,4	45,9	63	11,7
A71	9	FORET DE TRONCAIS	A71	2	OLIVET	15,7	24,8	39	51,5	9,5
A71	9	FORET DE TRONCAIS	A71	1	ORLEANS CENTRE	16,5	26,8	43,2	53,5	9,8
A71	9	FORET DE TRONCAIS	A10	14	ORLEANS NORD	18,3	29,2	45,7	60,3	11,3
A71	9	FORET DE TRONCAIS	A10	-	PARIS (LA FOLIE BESSIN)	28,1	45,3	71,9	94,8	17,9
A71	9	FORET DE TRONCAIS	A85	14	ROMORANTIN	11,4	18,3	29,3	37,6	7,2
A71	9	FORET DE TRONCAIS	A85	12	SAINT AIGNAN SUR CHER	14,4	23,4	37,2	49,4	8,8
A71	9	FORET DE TRONCAIS	A19	4	SAINT HILAIRE LES ANDRESIS	35,4	54,2	89,4	113,4	19,8
A71	9	FORET DE TRONCAIS	A71	4	SALBRIS	10,3	16,7	26,7	33,4	6,5
A71	9	FORET DE TRONCAIS	A19	3	SAVIGNY SUR CLAIRIS	36,3	55,5	91,6	116,5	20,1
A71	9	FORET DE TRONCAIS	A85	13	SELLES SUR CHER	13,2	21,5	32,8	45,1	8,2
A71	9	FORET DE TRONCAIS	A10	-	TOURS CENTRE (MONNAIE)	29,5	47,1	71,7	96,6	17,8
A71	9	FORET DE TRONCAIS	A85	-	VEIGNE	19,7	32,3	51,6	67,2	12,5
A71	9	FORET DE TRONCAIS	A71	6	VIERZON EST	8,2	13,2	19,6	26	5,4
A71	9	FORET DE TRONCAIS	A71	5	VIERZON NORD	8,5	13,6	22	28,3	5,6
A71	14	GERZAT	A10	11	ALLAINVILLE	32,9	52,2	80,7	106,8	20,1
A71	14	GERZAT	A10	13	ARTENAY	28,1	44,7	69,9	92,1	17,2
A71	14	GERZAT	A19	6	AUXY	36,2	55,8	90,1	116,8	20,8
A71	14	GERZAT	A85	11	BLERE	25,9	40,8	64,3	84,4	15,7
A71	14	GERZAT	A10	17	BLOIS	31,5	49,1	77,1	100,9	19,1
A71	14	GERZAT	A71	7	BOURGES	13,7	21,2	33	44,7	8,3
A71	14	GERZAT	A10	18	CHATEAU-RENAULT	33,3	53	81,6	109,5	20,4
A71	14	GERZAT	A19	7	ESCRENNES	32,9	51,1	79,6	104,6	19
A71	14	GERZAT	A85	10	ESVRES	27,2	43	67,2	87,1	16,4
A71	14	GERZAT	A19	5	FONTENAY SUR LOING	39,5	62,3	100,8	129,7	22,7
A71	14	GERZAT	A19	-	GONDREVILLE LA FRANCHE NORD	38,4	59,4	97,2	126,2	22,1
A71	14	GERZAT	A19	-	GONDREVILLE LA FRANCHE SUD	42,4	65,4	106,9	139,5	24,5
A71	14	GERZAT	A10	12	JANVILLE (ALLAINES)	29,3	46,7	72,5	96,2	18,1
A71	14	GERZAT	A71	3	LAMOTTE BEUVRON	19,9	31,5	50,6	64,7	12
A71	14	GERZAT	A10	16	MER	29,2	46,2	71,4	95,8	17,7
A71	14	GERZAT	A10	15	MEUNG	27	42,9	65,3	89	16,5
A71	14	GERZAT	A71	2	OLIVET	23,9	37,3	58,4	77,5	14,3
A71	14	GERZAT	A71	1	ORLEANS CENTRE	24,7	39,3	62,6	79,5	14,6
A71	14	GERZAT	A10	14	ORLEANS NORD	26,5	41,7	65,1	86,3	16,1
A71	14	GERZAT	A10	-	PARIS (LA FOLIE BESSIN)	36,3	57,8	91,3	120,8	22,7
A71	14	GERZAT	A85	14	ROMORANTIN	19,6	30,8	48,7	63,6	12
A71	14	GERZAT	A85	12	SAINT AIGNAN SUR CHER	22,6	35,9	56,6	75,4	13,6
A71	14	GERZAT	A19	4	SAINT HILAIRE LES ANDRESIS	43,6	66,7	108,8	139,4	24,6
A71	14	GERZAT	A71	4	SALBRIS	18,5	29,2	46,1	59,4	11,3
A71	14	GERZAT	A19	3	SAVIGNY SUR CLAIRIS	44,5	68	111	142,5	24,9
A71	14	GERZAT	A85	13	SELLES SUR CHER	21,4	34	52,2	71,1	13
A71	14	GERZAT	A10	-	TOURS CENTRE (MONNAIE)	37,7	59,6	91,1	122,6	22,6
A71	14	GERZAT	A85	-	VEIGNE	27,9	44,8	71	93,2	17,3
A71	14	GERZAT	A71	6	VIERZON EST	16,4	25,7	39	52	10,2
A71	14	GERZAT	A71	5	VIERZON NORD	16,7	26,1	41,4	54,3	10,4
A71	3	LAMOTTE BEUVRON	A10	11	ALLAINVILLE	11,5	18,6	28,3	37,3	7,4
A71	3	LAMOTTE BEUVRON	A42	8	AMBERIEU EN BUGEY	54,3	81,7	131,2	175,4	30,5
A71	3	LAMOTTE BEUVRON	A39	7.1	ARLAY	49,3	74,3	121,2	160,8	27,3
A71	3	LAMOTTE BEUVRON	A10	13	ARTENAY	6,7	10,7	16,6	22,2	4,2
A71	3	LAMOTTE BEUVRON	A6	19	AUXERRE NORD	30	43,8	72,1	93,8	15,5
A71	3	LAMOTTE BEUVRON	A6	20	AUXERRE SUD	30	43,8	72,1	93,8	15,5
A71	3	LAMOTTE BEUVRON	A19	6	AUXY	14,9	22	37	47,3	8,1
A71	3	LAMOTTE BEUVRON	A6	22	AVALLON	33,5	49,5	81,7	107,4	18,2
A71	3	LAMOTTE BEUVRON	A42	6	BALAN	55,2	83,3	133,6	178,4	31,1
A71	3	LAMOTTE BEUVRON	A4	-	BARRIERE DE MONTREUIL AUX LIONS	55,4	81,5	131,6	173,1	30,6
A71	3	LAMOTTE BEUVRON	A36	5	BAUME-LES-DAMES	52,1	78,6	126,8	169,7	29,3
A71	3	LAMOTTE BEUVRON	A4	-	BEAUMONT	55,6	82,8	134,1	175,9	31
A71	3	LAMOTTE BEUVRON	A6	24	BEAUNE NORD	41	61,4	99,8	131,5	22,5
A71	3	LAMOTTE BEUVRON	A6	24.1	BEAUNE SUD	42,1	62,8	102	135,1	23,1
A71	3	LAMOTTE BEUVRON	A39	10	BEAUPONT	52,3	78,9	128,2	170,9	29,4
A71	3	LAMOTTE BEUVRON	A39	8	BEAUREPAIRE	50,4	75,9	123,1	164,8	28
A71	3	LAMOTTE BEUVRON	A40	10	BELLEGARDE	60,5	91,8	147,2	197,5	34,3
A71	3	LAMOTTE BEUVRON	A6	30	BELLEVILLE SUR SAONE	50,5	75,8	121,8	162,6	28
A71	3	LAMOTTE BEUVRON	A391	-	BERSAILLIN	49,1	73,2	119,9	159,4	27,2
A71	3	LAMOTTE BEUVRON	A36	4.1	BESANCON EST	49,5	75,3	122	163,3	27,8
A71	3	LAMOTTE BEUVRON	A36	4	BESANCON NORD	49,5	74,3	120,6	160,7	27,4
A71	3	LAMOTTE BEUVRON	A36	3	BESANCON OUEST	49,5	73,9	120,1	159,7	27,3
A71	3	LAMOTTE BEUVRON	A42	-	BEYNOST	57,4	86,9	139	186,3	32,6
A71	3	LAMOTTE BEUVRON	A6	23	BIERRE-LES-SEMUR	35,3	51,9	85,7	112,9	19
A71	3	LAMOTTE BEUVRON	A85	11	BLERE	11,9	17,2	27,2	37,1	7,2
A71	3	LAMOTTE BEUVRON	A10	17	BLOIS	10,2	15,1	24,9	31,4	5,8
A71	3	LAMOTTE BEUVRON	A40	5	BOURG NORD	50,7	76,2	122	163,3	28,4
A71	3	LAMOTTE BEUVRON	A40	7	BOURG SUD	51,8	78,3	125,7	167,8	29,4
A71	3	LAMOTTE BEUVRON	A71	7	BOURGES	6,2	10,3	17,6	20	3,7
A71	3	LAMOTTE BEUVRON	A31	9	BULGNEVILLE	44,9	66,8	108	144,4	24,5
A71	3	LAMOTTE BEUVRON	A6	25	CHALON NORD	44,3	66,2	106,4	141,5	24,3
A71	3	LAMOTTE BEUVRON	A6	26	CHALON SUD	44,3	66,2	106,4	141,8	24,3
A71	3	LAMOTTE BEUVRON	A4	27	CHALONS - LA VEUVE	43,1	64,2	106,2	137,9	23,6
A71	3	LAMOTTE BEUVRON	A26	22	CHARMONT	36,3	53,7	88,2	116,3	19,5
A71	3	LAMOTTE BEUVRON	A10	18	CHATEAU-RENAULT	12,4	19	30,7	39,8	7,3
A71	3	LAMOTTE BEUVRON	A4	20	CHATEAU-THIERRY	51,1	75,6	122,6	162,6	28,2
A71	3	LAMOTTE BEUVRON	A31	10	CHATENOIS	45,2	67,5	109,4	146,1	25
A71	3	LAMOTTE BEUVRON	A5	16	CHATILLON-LABORDE	32,8	48,3	78,9	103,7	17,6
A71	3	LAMOTTE BEUVRON	A5	24	CHAUMONT-SEMOUTIERS	38,5	57,1	93,6	124,1	20,8
A71	3	LAMOTTE BEUVRON	A39	6	CHOISEY	46,3	69,3	112,4	149,6	25,5
A71	3	LAMOTTE BEUVRON	A71	-	CLERMONT	23	35,8	58,4	76,3	13,4
A71	3	LAMOTTE BEUVRON	A4	29.1	CLERMONT EN ARGONNE	46,8	70	113,7	149,7	26,3
A71	3	LAMOTTE BEUVRON	A31	11	COLOMBEY-LES-BELLES	47,7	71	115,1	154,6	26,1
A71	3	LAMOTTE BEUVRON	A71	12.1	COMBRONDE	18,7	28,8	47,9	61,6	11
A71	3	LAMOTTE BEUVRON	A6	17	COURTENAY	25,9	37,6	62,6	80,7	13,3
A71	3	LAMOTTE BEUVRON	A39	-	CRIMOLOIS	45,1	67,2	109,8	145,2	25
A71	3	LAMOTTE BEUVRON	A311	-	DIJON SUD	44,5	66,6	107,6	142,9	24,4
A71	3	LAMOTTE BEUVRON	A31	4	DIJON-ARC SUR TILLE	45,9	68,8	111	147,5	25,3
A71	3	LAMOTTE BEUVRON	A36	2	DOLE	46,3	69,3	112,4	149,6	25,5
A71	3	LAMOTTE BEUVRON	A4	21	DORMANS	48,8	72,2	117,6	155	26,9
A71	3	LAMOTTE BEUVRON	A89	22	EGLETONS	31,4	49	75,2	101,2	18,8
A71	3	LAMOTTE BEUVRON	A40	11	ELOISE / ANNECY	61,7	93,9	150,2	201,8	35,2
A71	3	LAMOTTE BEUVRON	A4	23	EPERNAY	46,2	68,2	112,1	147	25,2
A71	3	LAMOTTE BEUVRON	A19	7	ESCRENNES	11,6	17,3	26,5	35,1	6,3
A71	3	LAMOTTE BEUVRON	A85	10	ESVRES	12,7	19,7	30,9	41,4	7,9
A71	3	LAMOTTE BEUVRON	A40	2	FEILLENS	48,3	73,1	117,9	157,3	27,1
A71	3	LAMOTTE BEUVRON	A6	-	FLEURY-EN-BIERE	31,3	46,2	75,6	98,4	16,5
A71	3	LAMOTTE BEUVRON	A6	15	FONTAINEBLEAU	29,1	42,4	70,3	90,7	15
A71	3	LAMOTTE BEUVRON	A19	5	FONTENAY SUR LOING	18,2	28,5	47,7	60,2	10
A71	3	LAMOTTE BEUVRON	A71	9	FORET DE TRONCAIS	11,7	19	31,2	38,7	7,2
A71	3	LAMOTTE BEUVRON	A5	17	FORGES	30,6	44,6	73,3	96	15,8
A71	3	LAMOTTE BEUVRON	A4	32	FRESNES EN WOEVRE	50,9	76,5	124,2	163,3	28,7
A71	3	LAMOTTE BEUVRON	A719	-	GANNAT	18,5	28,7	47	61	10,9
A71	3	LAMOTTE BEUVRON	A36	2.1	GENDREY	47,3	71	115,5	154,3	26,4
A71	3	LAMOTTE BEUVRON	A71	14	GERZAT	19,9	31,5	50,6	64,7	12
A71	3	LAMOTTE BEUVRON	A19	-	GONDREVILLE LA FRANCHE NORD	17,1	25,6	44,1	56,7	9,4
A71	3	LAMOTTE BEUVRON	A19	-	GONDREVILLE LA FRANCHE SUD	21,1	31,6	53,8	70	11,8
A71	3	LAMOTTE BEUVRON	A404	-	GROISSIAT	57,8	87,4	140,8	188,6	32,8
A71	3	LAMOTTE BEUVRON	A31	-	GYE	49,7	73,8	119	159,3	27,2
A71	3	LAMOTTE BEUVRON	A10	12	JANVILLE (ALLAINES)	7,9	12,7	20	26,3	4,9
A71	3	LAMOTTE BEUVRON	A4	33	JARNY	52,4	79,2	126,6	165,3	29,7
A71	3	LAMOTTE BEUVRON	A6	18	JOIGNY	27,3	39,7	65,7	85	14,1
A71	3	LAMOTTE BEUVRON	A36	6	L'ISLE-SUR-LE-DOUBS	53,4	80,5	129,8	173,7	29,9
A71	3	LAMOTTE BEUVRON	A432	-	LA BOISSE	58,7	88,9	142,6	191,1	33,4
A71	3	LAMOTTE BEUVRON	A42	5.1	LA BOISSE - MONTLUEL	56,7	85,2	134,7	179,9	32
A71	3	LAMOTTE BEUVRON	A432	-	LA COTIERE	57,3	86,2	138,4	183,8	32,5
A71	3	LAMOTTE BEUVRON	A404	9	LA CROIX-CHALON	56,2	85	137,1	183,6	31,8
A71	3	LAMOTTE BEUVRON	A31	7	LANGRES NORD	40,5	59,6	96,3	128,5	21,9
A71	3	LAMOTTE BEUVRON	A31	6	LANGRES SUD	41,1	60,9	98,6	130,9	22,5
A71	3	LAMOTTE BEUVRON	A39	9	LE MIROIR	51,4	77,2	125,3	166,9	28,8
A71	3	LAMOTTE BEUVRON	A5	-	LES EPRUNES	33,8	50,2	82,4	108,7	18,4
A71	3	LAMOTTE BEUVRON	A6	28	MACON NORD	48,2	72,4	116,1	154,8	26,7
A71	3	LAMOTTE BEUVRON	A6	29	MACON SUD	49	73,7	118,3	157,6	27,2
A71	3	LAMOTTE BEUVRON	A5	22	MAGNANT	35,6	52,5	85,6	113,5	19
A71	3	LAMOTTE BEUVRON	A89	27	MANZAT	20	31,8	50,3	65,1	12
A71	3	LAMOTTE BEUVRON	A5	18	MAROLLES-SUR-SEINE	30,6	44,6	73,3	96	15,8
A71	3	LAMOTTE BEUVRON	A10	16	MER	7,8	12,2	19,8	25,9	4,5
A71	3	LAMOTTE BEUVRON	A10	15	MEUNG	6,1	8,9	14,4	18,9	3,6
A71	3	LAMOTTE BEUVRON	A26	18	MONT CHOISY	41,2	61,5	101,5	133,3	22,7
A71	3	LAMOTTE BEUVRON	A31	8	MONTIGNY-LE-ROI	42	61,9	100,8	134,5	22,9
A71	3	LAMOTTE BEUVRON	A71	10	MONTLUCON	14	22,2	36	45,8	8,3
A71	3	LAMOTTE BEUVRON	A71	11	MONTMARAULT	15,3	24,2	40,1	51,2	9
A71	3	LAMOTTE BEUVRON	A4	19	MONTREUIL AUX LIONS	53,4	78,5	126,9	166,5	29,3
A71	3	LAMOTTE BEUVRON	A6	16	NEMOURS	29,1	42,4	70,3	90,7	15
A71	3	LAMOTTE BEUVRON	A6	21	NITRY	31,7	46,7	76,8	101,2	16,8
A71	3	LAMOTTE BEUVRON	A31	1	NUITS-SAINT-GEORGES	42,8	64,2	104,4	138,3	23,6
A71	3	LAMOTTE BEUVRON	A71	2	OLIVET	2,6	3,8	6	7,5	1,7
A71	3	LAMOTTE BEUVRON	A71	1	ORLEANS CENTRE	3,3	5,7	9	9,6	2,2
A71	3	LAMOTTE BEUVRON	A10	14	ORLEANS NORD	5,1	7,7	12,4	16,2	3,4
A71	3	LAMOTTE BEUVRON	A26	-	ORMES	47,4	70,3	114,8	151,4	25,7
A71	3	LAMOTTE BEUVRON	A10	-	PARIS (LA FOLIE BESSIN)	16,1	24	38,3	51,6	10
A71	3	LAMOTTE BEUVRON	A42	7	PEROUGES	55,2	83,3	133,6	178,4	31,1
A71	3	LAMOTTE BEUVRON	A42	9	PONT D'AIN	52,9	80,3	129,7	173	30
A71	3	LAMOTTE BEUVRON	A6	-	POUILLY-EN-AUXOIS	38,6	57,6	93,5	124,4	20,8
A71	3	LAMOTTE BEUVRON	A4	-	REIMS - TAISSY	46,4	68,6	113,1	148	25,3
A71	3	LAMOTTE BEUVRON	A4	22	REIMS - TINQUEUX	48	71	115,4	152,6	26,2
A71	3	LAMOTTE BEUVRON	A40	3	REPLONGES	48,3	73,1	117,9	157,3	27,1
A71	3	LAMOTTE BEUVRON	A71	13	RIOM	19,8	31,4	50,3	64,6	11,8
A71	3	LAMOTTE BEUVRON	A31	8.1	ROBECOURT	43,4	64,9	105	140,1	23,9
A71	3	LAMOTTE BEUVRON	A85	14	ROMORANTIN	5,5	7,9	10,7	16,4	3,6
A71	3	LAMOTTE BEUVRON	A85	12	SAINT AIGNAN SUR CHER	8,6	12,7	19,7	28,6	5,2
A71	3	LAMOTTE BEUVRON	A71	8	SAINT AMAND	9,6	15,5	25,4	30,9	5,7
A71	3	LAMOTTE BEUVRON	A19	1	SAINT DENIS-LES-SENS	27,9	40,9	67,3	86,9	14,5
A71	3	LAMOTTE BEUVRON	A4	28	SAINT ETIENNE AU TEMPLE	43,1	64,4	106,5	140,5	24
A71	3	LAMOTTE BEUVRON	A40	4	SAINT GENIS	52,4	78,9	125,4	167,1	29,2
A71	3	LAMOTTE BEUVRON	A5	15	SAINT GERMAIN-LAXIS	32,8	48,3	78,9	103,7	17,6
A71	3	LAMOTTE BEUVRON	A26	17	SAINT GIBRIEN	42	62,6	103,1	135,7	23,1
A71	3	LAMOTTE BEUVRON	A19	4	SAINT HILAIRE LES ANDRESIS	22,3	32,9	55,7	69,9	11,9
A71	3	LAMOTTE BEUVRON	A40	8	SAINT MARTIN-DU-FRESNE	56	84,9	135,6	182	31,8
A71	3	LAMOTTE BEUVRON	A36	-	SAINT MAURICE	57,5	86,8	140,8	189,2	32,6
A71	3	LAMOTTE BEUVRON	A5	21	SAINT THIBAULT	33,3	49	80,9	106,5	18
A71	3	LAMOTTE BEUVRON	A4	29	SAINTE MENEHOULD	45,1	67,8	111,7	147,2	25,5
A71	3	LAMOTTE BEUVRON	A71	4	SALBRIS	1,4	2	2,5	3,8	0,8
A71	3	LAMOTTE BEUVRON	A19	3	SAVIGNY SUR CLAIRIS	23,2	34,2	57,9	73	12,2
A71	3	LAMOTTE BEUVRON	A85	13	SELLES SUR CHER	7,4	11,1	16,1	24,5	4,6
A71	3	LAMOTTE BEUVRON	A36	1	SEURRE	44	65,9	106,3	141,6	24,2
A71	3	LAMOTTE BEUVRON	A39	5	SOIRANS	45,5	68,6	111	146,3	25,4
A71	3	LAMOTTE BEUVRON	A26	20	SOMMESOUS	39,3	58,6	96,3	126,7	21,4
