Gare d'entrée	Gare de sortie	Distance	Catégorie 1	Catégorie 2	Catégorie 3	Catégorie 4	Catégorie 5
CHATENOIS	LA CROIX-CHALON	335,30	30,20	45,00	79,60	110,00	18,40
CHATENOIS	LANGRES NORD	66,20	6,10	9,00	14,40	20,30	3,50
CHATENOIS	LANGRES SUD	85,85	6,90	11,00	17,00	23,70	4,40
CHATENOIS	LE MIROIR	249,69	21,40	33,10	53,30	73,50	12,60
CHATENOIS	LES EPRUNES	310,20	26,10	40,60	65,00	90,40	15,80
CHATENOIS	MACON NORD	262,50	23,50	37,20	57,40	79,20	14,00
CHATENOIS	MACON SUD	272,83	24,30	38,20	60,00	82,90	14,50
CHATENOIS	MAGNANT	143,37	12,00	19,10	30,40	42,20	7,50
CHATENOIS	MAROLLES-SUR-SEINE	261,81	21,50	33,70	54,90	75,70	12,90
CHATENOIS	MONTIGNY-LE-ROI	46,10	4,10	6,50	9,60	13,50	2,30
CHATENOIS	NEMOURS	306,97	24,40	38,60	61,30	84,70	15,20
CHATENOIS	NITRY	300,50	26,90	42,10	65,80	91,10	15,80
CHATENOIS	NUITS-ST-GEORGES	171,40	13,70	21,70	33,50	46,50	8,30
CHATENOIS	PEROUGES	338,10	29,20	43,40	76,30	105,80	17,80
CHATENOIS	PONT D AIN	313,28	27,30	40,00	71,20	97,80	16,30
CHATENOIS	POUILLY-EN-AUXOIS	226,20	19,90	31,10	48,30	67,00	11,80
CHATENOIS	REPLONGES	273,35	23,60	37,50	59,60	82,30	14,30
CHATENOIS	ROBECOURT	24,14	2,30	3,30	5,30	7,40	1,20
CHATENOIS	SAINT GENIS	304,47	25,60	36,80	67,50	92,70	15,50
CHATENOIS	SAINT MAURICE	316,45	27,60	43,50	68,80	94,90	16,60
CHATENOIS	SAINT THIBAULT	169,60	15,30	24,10	38,10	52,90	9,30
CHATENOIS	SEURRE	194,35	16,00	25,10	40,20	56,10	9,70
CHATENOIS	SOIRANS	162,45	13,80	20,90	34,50	47,60	8,30
CHATENOIS	ST MARTIN-DU-FRESNE	330,01	29,80	44,30	78,30	108,50	18,20
CHATENOIS	ST-DENIS-LES-SENS	241,46	19,20	30,20	47,80	66,50	11,80
CHATENOIS	ST-GERMAIN-LAXIS	293,86	22,80	36,50	59,00	81,80	14,00
CHATENOIS	SYLANS	339,58	31,00	46,30	81,00	112,70	18,80
CHATENOIS	THENNELIERES	173,52	15,10	23,90	38,50	53,20	9,30
CHATENOIS	TIL CHATEL	115,90	9,50	14,60	22,70	31,90	5,90
CHATENOIS	TORVILLIERS	185,68	15,40	24,20	38,50	53,60	9,50
CHATENOIS	TOURNUS	237,00	20,80	32,70	50,80	70,90	12,50
CHATENOIS	URY	318,80	25,00	38,80	62,40	86,70	15,40
CHATENOIS	VAL DE SAONE	324,82	28,30	41,00	73,00	101,40	17,10
CHATENOIS	VILLE SOUS LAFERTE	115,70	9,40	15,20	23,90	33,80	6,20
CHATENOIS	VILLEFRANCHE-LIMAS	338,80	31,20	47,90	75,10	101,60	18,50
CHATENOIS	VILLEFRANCHE-NORD	303,05	27,30	42,10	67,00	92,40	16,20
CHATENOIS	VILLEFRANCHE-VILLE	308,35	27,70	43,40	67,80	92,80	16,60
CHATENOIS	VILLENEUVE-DONDAGRE	254,47	20,40	31,90	50,50	69,80	12,20
CHATENOIS	VIRIAT	288,47	24,30	35,90	64,80	89,40	14,80
CHATENOIS	VULAINES	212,72	17,20	26,80	43,10	59,70	10,50
CHATILLON-LABORDE	AMBERIEU	424,40	38,50	61,40	95,20	130,90	23,40
CHATILLON-LABORDE	ARLAY	360,35	30,70	48,90	79,60	109,20	18,60
CHATILLON-LABORDE	AUXERRE NORD	122,41	11,60	17,90	28,60	39,70	6,90
CHATILLON-LABORDE	AUXERRE SUD	134,11	11,60	17,90	28,60	39,70	6,90
CHATILLON-LABORDE	AVALLON	178,21	16,10	25,20	38,80	53,90	9,60
CHATILLON-LABORDE	BALAN	448,43	39,70	62,70	97,80	135,40	24,10
CHATILLON-LABORDE	BAUME-LES-DAMES	400,35	34,70	55,00	88,50	120,40	21,00
CHATILLON-LABORDE	BEAUNE NORD	269,86	24,00	38,00	59,10	80,50	14,50
CHATILLON-LABORDE	BEAUNE SUD	275,61	25,10	39,60	62,30	85,50	15,30
CHATILLON-LABORDE	BEAUPONT	404,05	34,30	54,20	88,00	121,40	20,80
CHATILLON-LABORDE	BEAUREPAIRE	375,75	32,50	50,90	83,10	115,00	19,50
CHATILLON-LABORDE	BELLEVILLE S/SAONE	381,31	34,30	54,40	84,80	116,50	20,80
CHATILLON-LABORDE	BERSAILLIN	355,55	30,30	48,20	77,30	107,50	18,60
CHATILLON-LABORDE	BESANCON EST	381,27	32,60	51,50	82,80	114,90	19,70
CHATILLON-LABORDE	BESANCON NORD	366,65	32,20	49,80	80,70	111,90	19,20
CHATILLON-LABORDE	BESANCON OUEST	357,25	31,20	49,40	79,70	109,40	18,90
CHATILLON-LABORDE	BEYNOST	462,59	42,40	67,20	103,90	142,90	25,60
CHATILLON-LABORDE	BIERRE-LES-SEMUR	204,11	17,90	27,90	43,10	59,70	10,80
CHATILLON-LABORDE	BOURG NORD	382,20	34,60	55,00	85,00	117,60	20,90
CHATILLON-LABORDE	BOURG SUD	402,63	36,10	56,60	89,00	122,50	22,20
CHATILLON-LABORDE	BULGNEVILLE	276,45	22,50	35,80	57,60	79,40	13,50
CHATILLON-LABORDE	CHALON NORD	297,71	27,60	43,20	67,30	93,10	16,60
CHATILLON-LABORDE	CHALON SUD	303,91	27,60	43,20	67,30	93,10	16,60
CHATILLON-LABORDE	CHATENOIS	286,60	22,80	36,50	59,00	81,80	14,00
CHATILLON-LABORDE	CHAUMONT-SEMOUTIERS	194,07	15,40	24,00	37,20	52,10	9,10
CHATILLON-LABORDE	CHOISEY	322,46	27,60	43,50	69,60	96,40	16,60
CHATILLON-LABORDE	COLOMBEY-LES-BELLES	315,30	25,80	40,50	65,40	90,60	15,40
CHATILLON-LABORDE	COURTENAY	82,14	7,70	11,80	18,70	25,60	4,80
CHATILLON-LABORDE	DIJON SUD	305,51	27,50	41,90	68,10	93,90	16,20
CHATILLON-LABORDE	DIJON-ARC S/TILLE	279,94	22,60	35,90	57,70	80,00	13,70
CHATILLON-LABORDE	DIJON-CRIMOLOIS	294,95	24,40	38,30	61,90	84,60	14,90
CHATILLON-LABORDE	DOLE	324,65	27,60	43,50	69,60	96,30	16,60
CHATILLON-LABORDE	FEILLENS	357,29	32,20	50,70	80,20	110,40	19,50
CHATILLON-LABORDE	FLEURY-EN-BIERE	148,57	13,30	21,40	34,10	46,90	8,10
CHATILLON-LABORDE	FONTAINEBLEAU	123,14	10,90	17,30	27,30	37,80	6,70
CHATILLON-LABORDE	FORGES	17,27	1,70	2,50	4,30	5,60	1,00
CHATILLON-LABORDE	GENDREY	341,23	29,10	45,90	74,50	103,00	17,80
CHATILLON-LABORDE	GROISSIAT	453,66	42,70	67,70	105,70	146,50	25,70
CHATILLON-LABORDE	GYE	328,91	27,60	43,50	69,90	96,30	16,60
CHATILLON-LABORDE	JOIGNY	96,61	8,60	13,10	21,60	29,50	5,40
CHATILLON-LABORDE	L ISLE-S/LE-DOUBS	417,65	36,20	56,90	91,80	127,20	22,00
CHATILLON-LABORDE	LA BOISSE	473,49	43,50	69,20	108,00	148,80	26,70
CHATILLON-LABORDE	LA BOISSE - MONTLUEL	452,71	41,70	65,00	99,10	137,70	25,10
CHATILLON-LABORDE	LA COTIERE	457,92	42,40	66,00	103,20	141,50	25,40
CHATILLON-LABORDE	LA CROIX-CHALON	439,06	41,00	64,80	101,80	140,80	24,70
CHATILLON-LABORDE	LANGRES NORD	220,40	17,70	27,30	44,30	61,60	10,70
CHATILLON-LABORDE	LANGRES SUD	227,05	17,60	28,70	47,00	64,60	11,10
CHATILLON-LABORDE	LE MIROIR	390,89	33,30	52,60	84,90	117,70	20,20
CHATILLON-LABORDE	LES EPRUNES	23,60	1,80	3,10	4,60	6,30	1,00
CHATILLON-LABORDE	MACON NORD	349,71	32,30	50,40	78,30	107,50	19,30
CHATILLON-LABORDE	MACON SUD	360,04	32,90	52,30	80,60	111,50	19,80
CHATILLON-LABORDE	MAGNANT	143,23	12,10	18,80	29,80	41,20	7,10
CHATILLON-LABORDE	MAROLLES-SUR-SEINE	24,79	2,40	3,60	5,40	7,70	1,50
CHATILLON-LABORDE	MONTIGNY-LE-ROI	240,50	19,50	30,20	49,30	68,40	11,60
CHATILLON-LABORDE	NEMOURS	120,19	10,90	17,30	27,30	37,80	6,70
CHATILLON-LABORDE	NITRY	158,91	13,80	22,40	34,30	47,40	8,30
CHATILLON-LABORDE	NUITS-ST-GEORGES	288,01	25,80	39,90	65,10	89,70	15,40
CHATILLON-LABORDE	PEROUGES	441,86	39,70	62,70	97,80	135,40	24,10
CHATILLON-LABORDE	PONT D AIN	417,04	37,40	59,50	93,30	128,90	22,80
CHATILLON-LABORDE	POUILLY-EN-AUXOIS	233,21	20,30	32,70	52,30	71,20	12,50
CHATILLON-LABORDE	REPLONGES	360,56	32,20	50,70	80,20	110,40	19,50
CHATILLON-LABORDE	ROBECOURT	262,46	21,00	33,50	54,10	75,00	12,20
CHATILLON-LABORDE	SAINT MAURICE	457,65	39,60	62,60	100,10	138,40	24,00
CHATILLON-LABORDE	SAINT THIBAULT	117,00	9,70	15,00	23,60	33,00	5,80
CHATILLON-LABORDE	SEURRE	299,51	27,30	43,40	67,20	92,80	16,40
CHATILLON-LABORDE	SOIRANS	303,65	26,10	40,50	66,10	91,10	15,60
CHATILLON-LABORDE	ST MARTIN-DU-FRESNE	433,77	40,70	64,60	100,10	138,80	24,70
CHATILLON-LABORDE	ST-DENIS-LES-SENS	54,68	5,50	8,40	13,70	18,90	3,50
CHATILLON-LABORDE	ST-GERMAIN-LAXIS	7,26	0,70	1,00	1,50	2,50	0,40
CHATILLON-LABORDE	SYLANS	443,34	41,70	65,70	101,90	140,40	25,20
CHATILLON-LABORDE	THENNELIERES	129,10	10,70	16,30	25,80	35,90	6,30
CHATILLON-LABORDE	TIL CHATEL	257,10	20,30	32,50	54,00	74,50	12,60
CHATILLON-LABORDE	TORVILLIERS	100,92	9,00	13,90	22,00	30,20	5,40
CHATILLON-LABORDE	TOURNUS	324,21	29,20	45,80	71,70	98,40	17,80
CHATILLON-LABORDE	URY	132,02	11,40	17,80	28,70	39,60	6,90
CHATILLON-LABORDE	VAL DE SAONE	466,02	40,60	60,20	104,50	145,00	24,40
CHATILLON-LABORDE	VILLE SOUS LAFERTE	170,90	13,70	21,80	34,50	47,60	8,10
CHATILLON-LABORDE	VILLEFRANCHE-LIMAS	426,01	39,30	61,30	95,90	131,80	23,50
CHATILLON-LABORDE	VILLEFRANCHE-NORD	390,26	35,60	55,40	88,10	121,70	21,80
CHATILLON-LABORDE	VILLEFRANCHE-VILLE	395,56	36,10	56,90	88,80	122,50	22,00
CHATILLON-LABORDE	VILLENEUVE-DONDAGRE	67,69	6,70	10,30	16,30	22,40	3,90
CHATILLON-LABORDE	VIRIAT	392,23	34,90	55,10	85,70	118,90	21,70
CHATILLON-LABORDE	VULAINES	73,88	6,70	10,50	15,80	22,20	4,10
CHAUMONT-SEMOUTIERS	AMBERIEU	267,77	25,50	36,30	64,30	88,00	15,30
CHAUMONT-SEMOUTIERS	ARLAY	166,28	15,70	24,70	40,50	55,50	9,30
CHAUMONT-SEMOUTIERS	AUXERRE NORD	216,66	17,90	28,20	44,80	61,90	10,80
CHAUMONT-SEMOUTIERS	AUXERRE SUD	228,36	17,90	28,20	44,80	61,90	10,80
CHAUMONT-SEMOUTIERS	AVALLON	228,33	21,10	31,90	50,60	70,00	12,40
CHAUMONT-SEMOUTIERS	BALAN	291,80	26,60	38,00	66,40	91,30	15,90
CHAUMONT-SEMOUTIERS	BAUME-LES-DAMES	206,28	20,00	30,80	49,10	67,80	11,90
CHAUMONT-SEMOUTIERS	BEAUNE NORD	136,68	12,90	19,80	31,30	43,30	7,70
CHAUMONT-SEMOUTIERS	BEAUNE SUD	135,53	12,50	19,60	31,30	42,60	7,70
CHAUMONT-SEMOUTIERS	BEAUPONT	209,98	19,50	29,80	48,70	67,10	11,60
CHAUMONT-SEMOUTIERS	BEAUREPAIRE	181,68	17,40	26,20	44,10	60,80	10,40
CHAUMONT-SEMOUTIERS	BELLEVILLE S/SAONE	241,23	22,10	33,90	53,40	72,30	13,20
CHAUMONT-SEMOUTIERS	BERSAILLIN	161,48	15,30	23,70	38,20	52,60	9,30
CHAUMONT-SEMOUTIERS	BESANCON EST	187,20	17,60	27,00	43,70	60,10	10,60
CHAUMONT-SEMOUTIERS	BESANCON NORD	172,58	16,40	25,80	42,00	57,60	10,00
CHAUMONT-SEMOUTIERS	BESANCON OUEST	163,18	16,10	25,40	40,70	56,30	9,70
CHAUMONT-SEMOUTIERS	BEYNOST	305,96	29,00	42,40	72,30	98,90	17,70
CHAUMONT-SEMOUTIERS	BIERRE-LES-SEMUR	202,43	18,50	28,00	44,80	61,80	11,10
CHAUMONT-SEMOUTIERS	BOURG NORD	239,99	22,30	32,30	54,00	73,20	13,40
CHAUMONT-SEMOUTIERS	BOURG SUD	246,00	22,60	32,50	57,70	78,70	13,50
CHAUMONT-SEMOUTIERS	BULGNEVILLE	82,38	7,50	11,50	18,60	25,70	4,60
CHAUMONT-SEMOUTIERS	CHALON NORD	157,63	15,00	23,40	36,30	49,80	9,00
CHAUMONT-SEMOUTIERS	CHALON SUD	163,83	15,00	23,40	36,30	50,00	9,00
CHAUMONT-SEMOUTIERS	CHATENOIS	92,53	7,80	12,10	19,90	27,70	5,00
CHAUMONT-SEMOUTIERS	CHATILLON-LABORDE	194,07	15,40	24,00	37,20	52,10	9,10
CHAUMONT-SEMOUTIERS	CHOISEY	128,39	12,50	19,10	30,60	42,50	7,40
CHAUMONT-SEMOUTIERS	COLOMBEY-LES-BELLES	121,23	10,60	16,10	26,20	37,00	6,40
CHAUMONT-SEMOUTIERS	COURTENAY	176,39	13,40	21,80	35,10	47,20	8,40
CHAUMONT-SEMOUTIERS	DIJON-ARC S/TILLE	85,87	7,70	11,50	18,80	25,80	4,80
CHAUMONT-SEMOUTIERS	DIJON-CRIMOLOIS	100,88	9,40	14,10	23,00	31,60	6,00
CHAUMONT-SEMOUTIERS	DOLE	130,58	12,50	19,10	30,60	42,30	7,40
CHAUMONT-SEMOUTIERS	FEILLENS	217,21	20,20	30,90	49,00	67,50	11,90
CHAUMONT-SEMOUTIERS	FLEURY-EN-BIERE	242,82	19,00	31,80	50,60	69,30	12,10
CHAUMONT-SEMOUTIERS	FONTAINEBLEAU	217,39	17,30	26,90	43,70	60,20	10,60
CHAUMONT-SEMOUTIERS	FORGES	176,80	13,30	20,80	33,50	46,10	8,00
CHAUMONT-SEMOUTIERS	GENDREY	147,16	14,10	21,80	35,30	48,60	8,50
CHAUMONT-SEMOUTIERS	GROISSIAT	297,03	29,00	42,70	75,60	102,90	17,70
CHAUMONT-SEMOUTIERS	GYE	134,84	12,50	19,30	30,90	42,70	7,40
CHAUMONT-SEMOUTIERS	JOIGNY	190,86	14,80	22,80	37,60	51,80	8,90
CHAUMONT-SEMOUTIERS	L ISLE-S/LE-DOUBS	223,58	21,40	32,80	53,00	73,30	12,50
CHAUMONT-SEMOUTIERS	LA BOISSE	317,61	31,00	44,70	76,50	106,20	18,60
CHAUMONT-SEMOUTIERS	LA BOISSE - MONTLUEL	296,08	28,20	40,90	68,50	94,40	17,40
CHAUMONT-SEMOUTIERS	LA COTIERE	302,04	28,70	41,90	74,50	103,20	17,60
CHAUMONT-SEMOUTIERS	LA CROIX-CHALON	282,43	27,50	40,00	70,80	98,20	16,60
CHAUMONT-SEMOUTIERS	LANGRES NORD	26,33	2,40	3,70	5,40	7,50	1,40
CHAUMONT-SEMOUTIERS	LANGRES SUD	32,98	3,20	4,80	7,70	10,50	1,80
CHAUMONT-SEMOUTIERS	LE MIROIR	196,82	18,40	27,90	45,90	62,20	10,90
CHAUMONT-SEMOUTIERS	LES EPRUNES	217,67	19,20	29,40	46,90	64,70	11,20
CHAUMONT-SEMOUTIERS	MACON NORD	209,63	19,00	30,50	47,10	64,10	11,80
CHAUMONT-SEMOUTIERS	MACON SUD	219,96	20,60	31,80	49,40	67,30	12,20
CHAUMONT-SEMOUTIERS	MAGNANT	50,84	4,40	6,80	10,80	15,20	2,60
CHAUMONT-SEMOUTIERS	MAROLLES-SUR-SEINE	169,28	13,30	20,80	33,50	46,10	8,00
CHAUMONT-SEMOUTIERS	MONTIGNY-LE-ROI	46,43	4,40	6,00	10,50	14,50	2,30
CHAUMONT-SEMOUTIERS	NEMOURS	214,44	17,30	26,90	43,70	60,20	10,60
CHAUMONT-SEMOUTIERS	NITRY	247,63	20,40	32,00	50,60	70,20	12,20
CHAUMONT-SEMOUTIERS	NUITS-ST-GEORGES	118,53	10,30	15,40	25,50	35,00	6,20
CHAUMONT-SEMOUTIERS	PEROUGES	285,23	26,60	38,00	66,40	91,30	15,90
CHAUMONT-SEMOUTIERS	PONT D AIN	260,41	24,20	35,20	62,00	85,70	14,50
CHAUMONT-SEMOUTIERS	POUILLY-EN-AUXOIS	173,33	15,30	23,70	37,70	52,10	9,50
CHAUMONT-SEMOUTIERS	REPLONGES	220,48	20,20	30,90	49,00	67,50	11,90
CHAUMONT-SEMOUTIERS	ROBECOURT	68,39	6,30	9,10	15,00	20,80	3,80
CHAUMONT-SEMOUTIERS	SAINT GENIS	251,60	23,00	31,90	55,90	77,40	13,70
CHAUMONT-SEMOUTIERS	SAINT MAURICE	263,58	24,70	38,30	60,90	84,40	14,90
CHAUMONT-SEMOUTIERS	SAINT THIBAULT	77,07	6,90	10,80	17,50	24,10	4,30
CHAUMONT-SEMOUTIERS	SEURRE	141,48	13,10	20,10	32,60	45,10	7,90
CHAUMONT-SEMOUTIERS	SOIRANS	109,58	11,00	16,00	26,70	36,60	6,60
CHAUMONT-SEMOUTIERS	ST MARTIN-DU-FRESNE	277,14	27,20	39,20	69,10	94,60	16,20
CHAUMONT-SEMOUTIERS	ST-DENIS-LES-SENS	148,93	11,90	18,50	30,30	41,10	6,90
CHAUMONT-SEMOUTIERS	ST-GERMAIN-LAXIS	201,33	15,40	24,00	37,20	52,10	9,10
CHAUMONT-SEMOUTIERS	SYLANS	286,71	28,20	41,60	71,10	96,70	17,10
CHAUMONT-SEMOUTIERS	THENNELIERES	80,99	6,90	11,10	16,90	23,40	4,20
CHAUMONT-SEMOUTIERS	TIL CHATEL	63,03	6,10	8,00	14,80	20,50	3,70
CHAUMONT-SEMOUTIERS	TORVILLIERS	93,15	7,20	11,50	18,80	25,70	4,50
CHAUMONT-SEMOUTIERS	TOURNUS	184,13	17,10	25,80	40,70	55,60	10,40
CHAUMONT-SEMOUTIERS	URY	226,27	17,80	27,60	44,80	62,00	10,80
CHAUMONT-SEMOUTIERS	VAL DE SAONE	271,95	25,30	36,00	65,50	90,60	15,30
CHAUMONT-SEMOUTIERS	VILLE SOUS LAFERTE	23,17	2,20	3,20	4,90	6,50	1,30
CHAUMONT-SEMOUTIERS	VILLEFRANCHE-LIMAS	285,93	27,30	41,50	65,20	89,20	16,00
CHAUMONT-SEMOUTIERS	VILLEFRANCHE-NORD	250,18	23,10	35,00	56,50	76,70	13,90
CHAUMONT-SEMOUTIERS	VILLEFRANCHE-VILLE	255,48	23,60	36,50	57,40	77,40	14,10
CHAUMONT-SEMOUTIERS	VILLENEUVE-DONDAGRE	161,94	12,90	19,80	32,70	44,30	7,60
CHAUMONT-SEMOUTIERS	VIRIAT	235,60	21,70	30,80	54,90	75,20	13,10
CHAUMONT-SEMOUTIERS	VULAINES	120,19	9,50	14,50	23,50	32,60	5,50
CHOISEY	AMBERIEU	139,38	14,30	22,40	34,50	47,50	8,50
CHOISEY	ARLAY	37,89	3,60	5,50	8,60	11,70	2,00
CHOISEY	AUXERRE NORD	204,61	18,60	29,00	46,40	63,50	11,30
CHOISEY	AUXERRE SUD	192,91	18,60	29,00	46,40	63,50	11,30
CHOISEY	AVALLON	148,81	13,30	20,90	33,70	45,50	8,00
CHOISEY	BALAN	163,41	15,20	24,00	37,60	52,00	9,30
CHOISEY	BAUME-LES-DAMES	92,31	6,60	10,50	16,40	22,90	4,10
CHOISEY	BEAUNE NORD	57,16	5,50	8,00	13,30	18,50	3,20
CHOISEY	BEAUNE SUD	56,01	5,10	7,70	13,30	18,10	3,20
CHOISEY	BEAUPONT	81,59	6,90	11,00	16,90	23,50	4,40
CHOISEY	BEAUREPAIRE	53,29	4,80	7,40	11,50	16,30	3,10
CHOISEY	BELLEVILLE S/SAONE	161,71	14,40	22,70	35,70	49,20	8,50
CHOISEY	BERSAILLIN	33,09	3,10	4,50	7,20	10,20	1,80
CHOISEY	BESANCON EST	73,23	5,20	7,60	12,70	17,60	3,10
CHOISEY	BESANCON NORD	58,61	4,50	6,70	10,30	14,10	2,60
CHOISEY	BESANCON OUEST	49,21	4,10	5,30	8,60	11,90	2,00
CHOISEY	BEYNOST	177,57	17,90	27,90	44,10	60,60	10,90
CHOISEY	BIERRE-LES-SEMUR	122,91	10,90	16,80	26,80	37,10	6,60
CHOISEY	BOURG NORD	111,60	11,10	17,70	27,40	37,90	6,80
CHOISEY	BOURG SUD	117,61	11,60	18,30	29,10	39,60	7,10
CHOISEY	BULGNEVILLE	171,11	15,20	23,80	36,50	50,80	8,80
CHOISEY	CHALON NORD	78,11	7,60	11,90	18,50	25,30	4,60
CHOISEY	CHALON SUD	84,31	7,60	11,90	18,50	26,00	4,60
CHOISEY	CHATENOIS	181,26	15,30	24,10	37,90	54,00	9,10
CHOISEY	CHATILLON-LABORDE	322,46	27,60	43,50	69,60	96,40	16,60
CHOISEY	CHAUMONT-SEMOUTIERS	128,39	12,50	19,10	30,60	42,50	7,40
CHOISEY	COLOMBEY-LES-BELLES	209,96	17,80	29,00	45,70	64,00	11,00
CHOISEY	COURTENAY	247,34	23,40	36,30	56,60	76,90	14,00
CHOISEY	DIJON-ARC S/TILLE	42,52	4,30	6,90	10,70	15,20	2,30
CHOISEY	DIJON-CRIMOLOIS	40,41	3,70	5,50	8,70	12,00	2,10
CHOISEY	DOLE	16,61	1,60	2,40	3,80	4,70	0,80
CHOISEY	FEILLENS	136,51	12,50	19,30	30,70	42,30	7,60
CHOISEY	FLEURY-EN-BIERE	313,77	31,50	48,60	76,90	103,70	18,70
CHOISEY	FONTAINEBLEAU	288,34	26,60	41,50	65,30	90,00	15,70
CHOISEY	FORGES	305,19	25,90	40,70	65,30	90,30	15,40
CHOISEY	GENDREY	33,19	2,30	3,10	4,60	6,20	1,60
CHOISEY	GROISSIAT	168,64	17,90	28,20	44,40	61,50	10,90
CHOISEY	GYE	223,57	19,70	30,70	47,70	66,60	11,40
CHOISEY	JOIGNY	230,41	19,90	31,80	51,80	71,80	12,10
CHOISEY	L ISLE-S/LE-DOUBS	109,61	8,50	11,90	21,40	29,30	4,90
CHOISEY	LA BOISSE	189,22	20,10	30,80	48,20	66,70	11,80
CHOISEY	LA BOISSE - MONTLUEL	167,69	17,20	26,40	42,30	59,10	10,60
CHOISEY	LA COTIERE	173,65	17,70	27,30	43,20	59,80	10,80
CHOISEY	LA CROIX-CHALON	154,04	16,40	25,70	41,10	56,50	9,90
CHOISEY	LANGRES NORD	115,06	10,50	16,90	26,10	36,20	6,30
CHOISEY	LANGRES SUD	95,41	8,80	14,10	22,20	31,20	5,40
CHOISEY	LE MIROIR	68,43	6,10	9,30	14,70	20,70	3,80
CHOISEY	LES EPRUNES	346,06	30,90	47,00	75,50	103,60	18,50
CHOISEY	MACON CENTRE	139,24	12,50	19,30	30,70	42,30	7,60
CHOISEY	MACON NORD	130,11	12,20	19,20	29,30	40,10	7,20
CHOISEY	MACON SUD	140,44	12,70	20,20	31,80	44,10	7,60
CHOISEY	MAGNANT	179,23	15,70	26,00	41,00	56,80	10,00
CHOISEY	MAROLLES-SUR-SEINE	297,67	25,90	40,70	65,30	90,30	15,40
CHOISEY	MONTIGNY-LE-ROI	135,16	11,90	18,50	29,50	40,80	6,90
CHOISEY	NEMOURS	285,39	26,60	41,50	65,30	90,00	15,70
CHOISEY	NITRY	168,11	15,20	23,00	37,30	51,50	9,00
CHOISEY	NUITS-ST-GEORGES	58,06	4,80	7,60	11,70	16,10	3,10
CHOISEY	PEROUGES	156,84	15,20	24,00	37,60	52,00	9,30
CHOISEY	PONT D AIN	132,02	13,10	20,60	32,60	44,40	7,90
CHOISEY	POUILLY-EN-AUXOIS	93,81	8,10	12,40	19,90	27,80	4,90
CHOISEY	REPLONGES	133,24	12,50	19,30	30,70	42,30	7,60
CHOISEY	ROBECOURT	157,12	13,20	20,60	33,30	46,40	7,70
CHOISEY	SAINT GENIS	123,21	11,60	18,10	28,80	40,10	6,90
CHOISEY	SAINT MAURICE	149,61	12,90	19,90	32,70	45,00	7,60
CHOISEY	SAINT THIBAULT	205,46	19,30	31,40	48,80	67,90	11,80
CHOISEY	SEURRE	27,51	2,50	4,00	6,10	8,40	1,40
CHOISEY	SOIRANS	18,81	1,80	3,00	4,50	6,20	1,00
CHOISEY	ST MARTIN-DU-FRESNE	148,75	15,90	25,00	39,70	54,80	9,60
CHOISEY	ST-DENIS-LES-SENS	272,34	23,10	37,40	58,60	80,70	14,20
CHOISEY	ST-GERMAIN-LAXIS	329,72	27,60	43,50	69,60	96,40	16,60
CHOISEY	SYLANS	158,32	17,00	26,90	42,60	58,80	10,50
CHOISEY	THENNELIERES	209,38	20,00	31,20	49,10	68,20	11,80
CHOISEY	TIL CHATEL	65,36	6,60	10,30	15,50	21,60	3,70
CHOISEY	TORVILLIERS	221,54	20,30	31,50	49,10	68,10	11,90
CHOISEY	TOURNUS	104,61	9,00	14,50	22,70	31,30	5,90
CHOISEY	URY	297,22	26,60	41,50	65,30	90,20	15,70
CHOISEY	VAL DE SAONE	143,56	14,30	22,00	34,40	47,80	8,50
CHOISEY	VILLE SOUS LAFERTE	151,56	14,10	22,40	34,50	48,70	8,40
CHOISEY	VILLEFRANCHE-LIMAS	206,41	18,70	29,90	46,70	64,80	11,30
CHOISEY	VILLEFRANCHE-NORD	170,66	15,50	23,60	38,60	53,80	9,30
CHOISEY	VILLEFRANCHE-VILLE	175,96	16,10	25,20	39,60	54,80	9,60
CHOISEY	VILLENEUVE-DONDAGRE	259,33	22,90	36,20	58,10	79,90	13,70
CHOISEY	VIRIAT	107,21	10,20	16,30	25,90	35,80	6,50
CHOISEY	VULAINES	248,58	21,70	33,90	54,00	74,50	12,70
CLERMONT-BARRIERE	COMBRONDE	37,48	3,10	4,70	7,10	9,30	1,90
CLERMONT-BARRIERE	FORET DE TRONCAIS	118,48	11,00	17,10	26,50	35,90	6,50
CLERMONT-BARRIERE	GANNAT	58,48	5,00	7,60	12,00	15,50	3,00
CLERMONT-BARRIERE	MONTLUCON	114,15	10,90	16,80	26,30	37,30	6,20
CLERMONT-BARRIERE	MONTMARAULT	81,48	7,00	11,10	17,40	24,50	4,30
CLERMONT-BARRIERE	RIOM	24,48	1,90	2,80	3,90	5,30	1,30
CLERMONT-BARRIERE	ST AMAND-MONTROND	147,48	14,00	21,50	32,20	47,40	8,00
COLOMBEY-LES-BELLES	AMBERIEU	349,34	31,90	46,40	80,40	111,60	18,80
COLOMBEY-LES-BELLES	ARLAY	247,85	21,00	34,70	55,60	76,00	12,90
COLOMBEY-LES-BELLES	AUXERRE NORD	337,89	28,00	43,80	69,10	95,70	16,70
COLOMBEY-LES-BELLES	AUXERRE SUD	349,59	28,00	43,80	69,10	95,70	16,70
COLOMBEY-LES-BELLES	AVALLON	309,90	28,10	43,80	69,10	95,60	16,80
COLOMBEY-LES-BELLES	BALAN	373,37	32,60	48,20	83,50	115,80	19,60
