Code entrée	Gare d'entrée	Code Sortie	Gare de sortie	Distance	Classe 1	Classe 2	Classe 3	Classe 4	Classe 5
3025	CHIGNIN LES MARCHES	3021	CROLLES BARRIERE	44,00	4,20	6,70	10,40	13,60	1,90
3025	CHIGNIN LES MARCHES	3022	CROLLES BRIGNOUD	30,00	3,70	5,90	6,90	9,20	1,80
3025	CHIGNIN LES MARCHES	2052	HERMILLON	61,00	8,00	11,80	20,40	27,00	4,50
3025	CHIGNIN LES MARCHES	3023	LE TOUVET	20,00	2,10	3,30	4,50	5,60	1,20
3025	CHIGNIN LES MARCHES	3031	MONTMELIAN	8,00	0,80	1,30	1,70	2,40	0,50
3025	CHIGNIN LES MARCHES	3024	PONTCHARRA	10,00	1,10	1,60	2,20	3,40	0,70
3025	CHIGNIN LES MARCHES	3032	SAINT PIERRE D'ALBIGNY	18,00	1,80	2,90	4,30	5,30	1,00
3025	CHIGNIN LES MARCHES	2056	ST MICHEL MAURIENNE BAR	93,00	11,70	17,60	34,10	45,60	7,00
3025	CHIGNIN LES MARCHES	2054	ST MICHEL MAURIENNE ECH	75,00	9,90	14,90	25,70	34,50	5,70
3025	CHIGNIN LES MARCHES	2050	ST PIERRE BELLEVILLE	39,00	4,50	7,20	11,40	14,80	2,60
3025	CHIGNIN LES MARCHES	3034	STE HELENE BARRIERE	38,00	4,00	6,50	8,90	12,10	2,20
3025	CHIGNIN LES MARCHES	2051	STE MARIE DE CUINES	55,00	6,90	10,50	17,70	23,20	3,90
3021	CROLLES BARRIERE	3033	AITON	61,00	7,30	11,30	16,40	22,80	3,80
3021	CROLLES BARRIERE	3026	CHIGNIN BARRIERE	51,00	6,10	9,20	14,20	18,70	3,10
3021	CROLLES BARRIERE	3025	CHIGNIN LES MARCHES	44,00	4,20	6,70	10,40	13,60	1,90
3021	CROLLES BARRIERE	2052	HERMILLON	97,00	12,70	18,90	31,00	41,40	6,90
3021	CROLLES BARRIERE	3023	LE TOUVET	24,00	2,00	3,50	5,30	7,30	1,10
3021	CROLLES BARRIERE	3031	MONTMELIAN	43,00	5,40	7,50	11,30	14,70	2,40
3021	CROLLES BARRIERE	3024	PONTCHARRA	34,00	3,30	5,30	7,60	10,60	1,60
3021	CROLLES BARRIERE	3032	SAINT PIERRE D'ALBIGNY	54,00	6,00	9,30	13,40	17,90	2,80
3021	CROLLES BARRIERE	2056	ST MICHEL MAURIENNE BAR	129,00	16,40	24,70	44,70	60,00	9,40
3021	CROLLES BARRIERE	2054	ST MICHEL MAURIENNE ECH	111,00	14,60	22,00	36,30	48,90	8,10
3021	CROLLES BARRIERE	2050	ST PIERRE BELLEVILLE	75,00	9,20	14,30	22,00	29,20	5,00
3021	CROLLES BARRIERE	3034	STE HELENE BARRIERE	74,00	9,40	13,70	19,80	26,50	4,70
3021	CROLLES BARRIERE	2051	STE MARIE DE CUINES	91,00	11,60	17,60	28,30	37,60	6,30
3022	CROLLES BRIGNOUD	3033	AITON	48,00	6,60	10,10	12,00	16,80	3,40
3022	CROLLES BRIGNOUD	3026	CHIGNIN BARRIERE	37,00	5,50	7,90	9,90	13,00	2,80
3022	CROLLES BRIGNOUD	3025	CHIGNIN LES MARCHES	30,00	3,70	5,90	6,90	9,20	1,80
3022	CROLLES BRIGNOUD	2052	HERMILLON	84,00	12,00	17,70	26,60	35,40	6,50
3022	CROLLES BRIGNOUD	3023	LE TOUVET	10,00	1,80	2,70	2,90	3,60	1,00
3022	CROLLES BRIGNOUD	3031	MONTMELIAN	29,00	4,60	6,40	7,30	9,70	2,10
3022	CROLLES BRIGNOUD	3024	PONTCHARRA	20,00	3,00	4,40	5,00	6,80	1,50
3022	CROLLES BRIGNOUD	3032	SAINT PIERRE D'ALBIGNY	41,00	5,40	8,10	9,10	12,80	2,70
3022	CROLLES BRIGNOUD	2056	ST MICHEL MAURIENNE BAR	116,00	15,70	23,50	40,30	54,00	9,00
3022	CROLLES BRIGNOUD	2054	ST MICHEL MAURIENNE ECH	98,00	13,90	20,80	31,90	42,90	7,70
3022	CROLLES BRIGNOUD	2050	ST PIERRE BELLEVILLE	62,00	8,50	13,10	17,60	23,20	4,60
3022	CROLLES BRIGNOUD	3034	STE HELENE BARRIERE	61,00	8,60	12,30	15,30	21,40	4,20
3022	CROLLES BRIGNOUD	2051	STE MARIE DE CUINES	78,00	10,90	16,40	23,90	31,60	5,90
3016	CRUSEILLES A 410	3400	Système Ouvert	25,00	3,00	4,40	6,70	8,40	1,30
2052	HERMILLON	3033	AITON	36,00	5,40	7,60	14,60	18,60	3,10
2052	HERMILLON	3026	CHIGNIN BARRIERE	67,00	9,40	13,70	24,50	32,10	4,90
2052	HERMILLON	3025	CHIGNIN LES MARCHES	61,00	8,00	11,80	20,40	27,00	4,50
2052	HERMILLON	3021	CROLLES BARRIERE	97,00	12,70	18,90	31,00	41,40	6,90
2052	HERMILLON	3022	CROLLES BRIGNOUD	84,00	12,00	17,70	26,60	35,40	6,50
2052	HERMILLON	3023	LE TOUVET	73,00	9,60	14,30	24,50	31,50	5,10
2052	HERMILLON	3031	MONTMELIAN	54,00	7,30	10,60	18,80	24,50	4,10
2052	HERMILLON	3024	PONTCHARRA	64,00	9,20	13,10	22,40	29,30	4,70
2052	HERMILLON	3034	STE HELENE BARRIERE	53,00	7,10	10,70	19,20	24,40	4,10
3003	ISLE D'ABEAU CENTRE	3007	AIGUEBELETTE	47,00	5,50	8,60	12,60	16,20	2,60
3003	ISLE D'ABEAU CENTRE	3010	AIX NORD	71,00	8,90	13,80	19,90	26,70	4,40
3003	ISLE D'ABEAU CENTRE	3009	AIX SUD	64,00	8,60	12,70	18,70	25,50	4,20
3003	ISLE D'ABEAU CENTRE	3014	ALLONZIER	109,00	12,90	19,40	28,50	37,50	6,20
3003	ISLE D'ABEAU CENTRE	3012	ANNECY CENTRE	97,00	11,60	18,00	25,80	35,50	5,60
3003	ISLE D'ABEAU CENTRE	3013	ANNECY NORD	102,00	11,70	18,70	27,00	36,20	5,70
3003	ISLE D'ABEAU CENTRE	3004	BOURGOIN	6,00	0,60	1,10	1,40	1,90	0,30
3003	ISLE D'ABEAU CENTRE	3008	CHAMBERY NORD	57,00	7,80	11,90	17,50	23,20	4,00
3003	ISLE D'ABEAU CENTRE	3091	CHATUZANGE BARRIERE	115,00	13,90	21,40	30,70	40,30	6,70
3003	ISLE D'ABEAU CENTRE	3092	LA BAUME D'HOSTUN	99,00	11,00	17,20	25,30	33,50	5,50
3003	ISLE D'ABEAU CENTRE	3005	LA TOUR DU PIN	15,00	2,00	3,30	4,80	5,90	0,90
3003	ISLE D'ABEAU CENTRE	3072	LA TOUR DU PIN EST	18,00	2,40	3,80	5,70	6,60	1,10
3003	ISLE D'ABEAU CENTRE	3006	LES ABRETS	30,00	3,80	5,60	8,20	10,70	1,80
3003	ISLE D'ABEAU CENTRE	3083	MOIRANS NORD	49,00	6,30	9,60	13,60	18,20	3,10
3003	ISLE D'ABEAU CENTRE	3085	RIVES	34,00	4,70	6,30	9,70	12,70	1,80
3003	ISLE D'ABEAU CENTRE	3011	RUMILLY	84,00	10,00	15,30	22,10	29,90	5,00
3003	ISLE D'ABEAU CENTRE	3061	SAINT GENIX SUR GUIERS	34,00	4,20	6,30	9,00	12,00	1,80
3003	ISLE D'ABEAU CENTRE	3093	SAINT MARCELLIN	86,00	9,60	15,10	21,60	28,70	4,70
3003	ISLE D'ABEAU CENTRE	3020	SEYNOD SUD	91,00	10,70	16,40	23,70	32,30	5,20
3003	ISLE D'ABEAU CENTRE	15018	ST MARTIN BELLEVUE A41 N	128,00	20,00	32,40	47,90	61,40	10,10
3003	ISLE D'ABEAU CENTRE	3015	ST MARTIN BELLEVUE A410	134,00	15,80	24,70	35,40	47,30	7,80
3003	ISLE D'ABEAU CENTRE	3001	ST QUENTIN FAL. BARRIERE	31,00	3,40	5,40	7,60	10,40	1,60
3003	ISLE D'ABEAU CENTRE	3002	ST QUENTIN FAL. BRETELLE	10,00	1,00	1,60	3,20	4,30	0,50
3003	ISLE D'ABEAU CENTRE	3095	TULLINS	62,00	6,90	10,80	16,00	20,40	3,40
3003	ISLE D'ABEAU CENTRE	3062	VILLEFONTAINE	6,00	0,70	1,00	1,40	2,00	0,30
3003	ISLE D'ABEAU CENTRE	3094	VINAY	76,00	8,50	12,90	18,90	25,30	4,10
3003	ISLE D'ABEAU CENTRE	3086	VOIRON	45,00	5,70	8,30	12,20	15,90	2,40
3003	ISLE D'ABEAU CENTRE	3087	VOREPPE BARRIERE	69,00	8,10	12,30	17,20	23,10	4,10
3092	LA BAUME D'HOSTUN	3007	AIGUEBELETTE	127,00	13,00	20,30	29,70	39,40	6,60
3092	LA BAUME D'HOSTUN	3010	AIX NORD	151,00	15,50	25,40	35,70	47,30	8,50
3092	LA BAUME D'HOSTUN	3009	AIX SUD	144,00	14,80	24,70	34,40	46,40	8,20
3092	LA BAUME D'HOSTUN	3014	ALLONZIER	189,00	19,30	30,40	43,10	58,10	10,00
3092	LA BAUME D'HOSTUN	3012	ANNECY CENTRE	177,00	18,40	29,40	41,70	54,80	9,60
3092	LA BAUME D'HOSTUN	3013	ANNECY NORD	182,00	18,70	30,00	41,80	56,20	9,70
3092	LA BAUME D'HOSTUN	3004	BOURGOIN	93,00	10,50	16,50	23,40	32,00	5,30
3092	LA BAUME D'HOSTUN	3008	CHAMBERY NORD	137,00	14,70	22,90	33,20	44,00	7,60
3092	LA BAUME D'HOSTUN	3091	CHATUZANGE BARRIERE	16,00	2,40	3,70	5,20	6,80	1,10
3092	LA BAUME D'HOSTUN	3003	ISLE D'ABEAU CENTRE	99,00	11,00	17,20	25,30	33,50	5,50
3092	LA BAUME D'HOSTUN	3005	LA TOUR DU PIN	95,00	10,70	16,50	24,50	32,70	5,30
3092	LA BAUME D'HOSTUN	3072	LA TOUR DU PIN EST	98,00	11,00	17,10	25,20	33,90	5,50
3092	LA BAUME D'HOSTUN	3006	LES ABRETS	110,00	11,60	18,30	26,10	35,80	5,90
3092	LA BAUME D'HOSTUN	3084	MOIRANS	50,00	5,60	8,90	12,20	16,90	2,60
3092	LA BAUME D'HOSTUN	3085	RIVES	65,00	7,30	11,20	16,20	23,20	3,70
3092	LA BAUME D'HOSTUN	3011	RUMILLY	164,00	16,90	27,00	38,30	50,40	8,90
3092	LA BAUME D'HOSTUN	3061	SAINT GENIX SUR GUIERS	114,00	13,00	20,60	29,30	39,40	6,40
3092	LA BAUME D'HOSTUN	3093	SAINT MARCELLIN	13,00	1,50	2,20	3,50	4,70	0,70
3092	LA BAUME D'HOSTUN	3020	SEYNOD SUD	171,00	17,20	27,20	38,70	51,80	8,90
3092	LA BAUME D'HOSTUN	15018	ST MARTIN BELLEVUE A41 N	208,00	26,40	43,40	62,50	82,00	13,90
3092	LA BAUME D'HOSTUN	3015	ST MARTIN BELLEVUE A410	214,00	22,00	34,80	49,20	67,00	11,20
3092	LA BAUME D'HOSTUN	3001	ST QUENTIN FAL. BARRIERE	130,00	14,40	22,60	32,40	43,20	7,00
3092	LA BAUME D'HOSTUN	3002	ST QUENTIN FAL. BRETELLE	109,00	12,20	19,00	27,30	38,40	6,10
3092	LA BAUME D'HOSTUN	3095	TULLINS	37,00	4,40	6,90	10,40	12,60	2,20
3092	LA BAUME D'HOSTUN	3062	VILLEFONTAINE	105,00	11,60	18,20	26,40	35,80	5,80
3092	LA BAUME D'HOSTUN	3094	VINAY	24,00	2,60	4,50	6,20	8,60	1,30
3092	LA BAUME D'HOSTUN	3086	VOIRON	54,00	6,10	9,60	13,50	20,60	3,10
3092	LA BAUME D'HOSTUN	3087	VOREPPE BARRIERE	63,00	6,50	10,40	14,80	19,80	3,50
3005	LA TOUR DU PIN	3007	AIGUEBELETTE	32,00	3,70	5,90	8,10	10,80	1,70
3005	LA TOUR DU PIN	3010	AIX NORD	56,00	7,30	11,20	16,30	21,60	3,70
3005	LA TOUR DU PIN	3009	AIX SUD	49,00	6,20	9,90	13,90	18,60	3,20
3005	LA TOUR DU PIN	3014	ALLONZIER	94,00	10,90	17,00	24,50	31,80	5,30
3005	LA TOUR DU PIN	3012	ANNECY CENTRE	82,00	10,20	15,30	21,60	29,60	5,00
3005	LA TOUR DU PIN	3013	ANNECY NORD	87,00	10,50	15,90	22,90	30,80	5,20
3005	LA TOUR DU PIN	3004	BOURGOIN	9,00	1,10	1,80	2,90	4,00	0,60
3005	LA TOUR DU PIN	3008	CHAMBERY NORD	42,00	5,60	9,20	13,20	17,90	3,00
3005	LA TOUR DU PIN	3091	CHATUZANGE BARRIERE	111,00	14,00	21,00	29,50	39,90	6,80
3005	LA TOUR DU PIN	3003	ISLE D'ABEAU CENTRE	15,00	2,00	3,30	4,80	5,90	0,90
3005	LA TOUR DU PIN	3092	LA BAUME D'HOSTUN	95,00	10,70	16,50	24,50	32,70	5,30
3005	LA TOUR DU PIN	3072	LA TOUR DU PIN EST	3,00	0,40	0,60	0,70	0,80	0,20
3005	LA TOUR DU PIN	3006	LES ABRETS	15,00	1,60	2,80	4,20	5,70	0,90
3005	LA TOUR DU PIN	3083	MOIRANS NORD	45,00	5,60	8,50	11,70	15,90	3,00
3005	LA TOUR DU PIN	3085	RIVES	30,00	3,70	5,40	7,70	10,20	1,60
3005	LA TOUR DU PIN	3011	RUMILLY	69,00	8,80	13,10	18,90	25,80	4,20
3005	LA TOUR DU PIN	3061	SAINT GENIX SUR GUIERS	19,00	2,10	3,50	5,10	6,40	1,10
3005	LA TOUR DU PIN	3093	SAINT MARCELLIN	82,00	9,30	14,30	20,40	27,50	4,50
3005	LA TOUR DU PIN	3020	SEYNOD SUD	76,00	9,30	14,10	20,10	27,90	4,50
3005	LA TOUR DU PIN	15018	ST MARTIN BELLEVUE A41 N	113,00	18,00	30,00	43,90	55,70	9,20
3005	LA TOUR DU PIN	3015	ST MARTIN BELLEVUE A410	119,00	14,30	22,10	31,40	41,60	7,10
3005	LA TOUR DU PIN	3001	ST QUENTIN FAL. BARRIERE	46,00	6,00	9,70	13,80	17,30	3,00
3005	LA TOUR DU PIN	3002	ST QUENTIN FAL. BRETELLE	25,00	3,50	5,40	7,90	9,70	1,50
3005	LA TOUR DU PIN	3095	TULLINS	58,00	6,50	9,80	13,90	18,50	3,20
3005	LA TOUR DU PIN	3062	VILLEFONTAINE	21,00	2,80	4,10	6,00	7,30	1,30
3005	LA TOUR DU PIN	3094	VINAY	72,00	7,80	12,20	17,40	22,70	3,80
3005	LA TOUR DU PIN	3086	VOIRON	41,00	5,10	7,30	10,50	13,30	2,20
3005	LA TOUR DU PIN	3087	VOREPPE BARRIERE	65,00	7,40	11,10	15,30	20,60	3,90
3072	LA TOUR DU PIN EST	3004	BOURGOIN	12,00	1,40	2,30	3,60	5,00	0,70
3072	LA TOUR DU PIN EST	3091	CHATUZANGE BARRIERE	119,00	14,30	21,40	30,20	40,70	6,90
3072	LA TOUR DU PIN EST	3003	ISLE D'ABEAU CENTRE	18,00	2,40	3,80	5,70	6,60	1,10
3072	LA TOUR DU PIN EST	3092	LA BAUME D'HOSTUN	98,00	11,00	17,10	25,20	33,90	5,50
3072	LA TOUR DU PIN EST	3005	LA TOUR DU PIN	3,00	0,40	0,60	0,70	0,80	0,20
3072	LA TOUR DU PIN EST	3083	MOIRANS NORD	48,00	6,00	8,90	12,30	16,80	3,20
3072	LA TOUR DU PIN EST	3085	RIVES	33,00	4,00	6,10	8,50	11,40	1,80
3072	LA TOUR DU PIN EST	3093	SAINT MARCELLIN	85,00	9,60	14,80	21,20	28,40	4,70
3072	LA TOUR DU PIN EST	3001	ST QUENTIN FAL. BARRIERE	49,00	6,40	10,00	14,40	18,50	3,10
3072	LA TOUR DU PIN EST	3002	ST QUENTIN FAL. BRETELLE	28,00	3,60	5,90	8,40	10,80	1,70
3072	LA TOUR DU PIN EST	3095	TULLINS	61,00	6,80	10,40	14,90	19,30	3,40
3072	LA TOUR DU PIN EST	3062	VILLEFONTAINE	24,00	3,10	4,60	6,70	8,60	1,50
3072	LA TOUR DU PIN EST	3094	VINAY	75,00	7,90	12,50	18,20	23,50	4,00
3072	LA TOUR DU PIN EST	3086	VOIRON	44,00	5,50	7,70	11,20	14,50	2,40
3072	LA TOUR DU PIN EST	3087	VOREPPE BARRIERE	68,00	7,70	11,60	15,80	21,50	3,90
3041	LE CROZET	3400	Système Ouvert	31,00	4,00	6,30	8,90	11,30	1,70
3023	LE TOUVET	3033	AITON	37,00	4,20	6,70	9,90	12,90	2,00
3023	LE TOUVET	3026	CHIGNIN BARRIERE	27,00	3,10	4,70	6,50	8,60	1,60
3023	LE TOUVET	3025	CHIGNIN LES MARCHES	20,00	2,10	3,30	4,50	5,60	1,20
3023	LE TOUVET	3021	CROLLES BARRIERE	24,00	2,00	3,50	5,30	7,30	1,10
3023	LE TOUVET	3022	CROLLES BRIGNOUD	10,00	1,80	2,70	2,90	3,60	1,00
3023	LE TOUVET	2052	HERMILLON	73,00	9,60	14,30	24,50	31,50	5,10
3023	LE TOUVET	3031	MONTMELIAN	19,00	2,10	3,30	4,70	6,90	1,00
3023	LE TOUVET	3024	PONTCHARRA	10,00	1,10	1,70	2,40	3,20	0,60
3023	LE TOUVET	3032	SAINT PIERRE D'ALBIGNY	30,00	3,40	5,20	7,50	9,90	1,50
3023	LE TOUVET	2056	ST MICHEL MAURIENNE BAR	105,00	13,30	20,10	38,20	50,10	7,60
3023	LE TOUVET	2054	ST MICHEL MAURIENNE ECH	87,00	11,50	17,40	29,80	39,00	6,30
3023	LE TOUVET	2050	ST PIERRE BELLEVILLE	51,00	6,10	9,70	15,50	19,30	3,20
3023	LE TOUVET	3034	STE HELENE BARRIERE	50,00	6,00	9,00	12,70	18,00	3,00
3023	LE TOUVET	2051	STE MARIE DE CUINES	67,00	8,50	13,00	21,80	27,70	4,50
3006	LES ABRETS	3007	AIGUEBELETTE	17,00	1,90	3,30	4,50	5,70	1,00
3006	LES ABRETS	3010	AIX NORD	41,00	5,60	8,60	12,50	17,00	2,70
3006	LES ABRETS	3009	AIX SUD	34,00	4,90	7,10	10,60	14,10	2,10
3006	LES ABRETS	3014	ALLONZIER	79,00	10,00	15,20	21,20	29,30	4,80
3006	LES ABRETS	3012	ANNECY CENTRE	67,00	9,20	13,70	19,10	25,50	4,50
3006	LES ABRETS	3013	ANNECY NORD	72,00	9,50	14,30	19,70	27,40	4,60
3006	LES ABRETS	3004	BOURGOIN	24,00	3,00	4,70	6,20	7,80	1,40
3006	LES ABRETS	3008	CHAMBERY NORD	27,00	4,30	6,20	8,90	13,30	1,80
3006	LES ABRETS	3091	CHATUZANGE BARRIERE	126,00	15,00	22,80	32,20	42,80	7,30
3006	LES ABRETS	3003	ISLE D'ABEAU CENTRE	30,00	3,80	5,60	8,20	10,70	1,80
3006	LES ABRETS	3092	LA BAUME D'HOSTUN	110,00	11,60	18,30	26,10	35,80	5,90
3006	LES ABRETS	3005	LA TOUR DU PIN	15,00	1,60	2,80	4,20	5,70	0,90
3006	LES ABRETS	3083	MOIRANS NORD	60,00	6,70	10,30	14,80	18,30	3,30
3006	LES ABRETS	3085	RIVES	45,00	5,10	7,60	11,20	14,40	2,30
3006	LES ABRETS	3011	RUMILLY	54,00	7,30	10,60	15,70	20,90	3,60
3006	LES ABRETS	3061	SAINT GENIX SUR GUIERS	4,00	0,50	0,80	1,00	1,30	0,30
3006	LES ABRETS	3093	SAINT MARCELLIN	97,00	10,00	15,90	23,10	31,10	5,20
3006	LES ABRETS	3020	SEYNOD SUD	61,00	8,20	12,10	17,50	23,10	4,00
3006	LES ABRETS	15018	ST MARTIN BELLEVUE A41 N	98,00	17,10	28,20	40,60	53,20	8,70
3006	LES ABRETS	3015	ST MARTIN BELLEVUE A410	104,00	13,50	19,70	28,90	38,00	6,30
3006	LES ABRETS	3001	ST QUENTIN FAL. BARRIERE	61,00	8,00	12,00	17,90	22,30	3,90
3006	LES ABRETS	3002	ST QUENTIN FAL. BRETELLE	40,00	5,20	7,30	11,20	14,40	2,40
3006	LES ABRETS	3095	TULLINS	73,00	7,80	11,70	17,30	21,80	3,80
3006	LES ABRETS	3062	VILLEFONTAINE	36,00	4,40	6,40	9,80	12,00	1,90
3006	LES ABRETS	3094	VINAY	87,00	8,90	13,90	19,50	26,30	4,60
3006	LES ABRETS	3086	VOIRON	56,00	5,80	9,00	13,10	16,50	2,90
3006	LES ABRETS	3087	VOREPPE BARRIERE	80,00	8,50	13,00	18,20	23,70	4,10
3084	MOIRANS	3091	CHATUZANGE BARRIERE	71,00	9,00	13,40	18,20	25,60	4,50
3084	MOIRANS	3092	LA BAUME D'HOSTUN	50,00	5,60	8,90	12,20	16,90	2,60
3084	MOIRANS	3093	SAINT MARCELLIN	37,00	4,00	6,50	8,80	12,50	1,90
3084	MOIRANS	3095	TULLINS	13,00	1,30	2,00	3,30	4,20	0,60
3084	MOIRANS	3094	VINAY	27,00	3,00	4,60	6,30	8,70	1,40
3084	MOIRANS	3087	VOREPPE BARRIERE	19,00	1,50	2,10	3,60	4,30	1,00
3083	MOIRANS NORD	3007	AIGUEBELETTE	77,00	8,00	12,00	17,50	23,10	3,90
3083	MOIRANS NORD	3010	AIX NORD	101,00	10,30	16,50	24,40	31,20	5,20
3083	MOIRANS NORD	3009	AIX SUD	94,00	10,10	15,70	22,60	30,10	5,00
3083	MOIRANS NORD	3014	ALLONZIER	139,00	14,00	22,00	31,10	41,40	7,10
3083	MOIRANS NORD	3012	ANNECY CENTRE	127,00	13,40	21,00	30,00	39,00	6,70
3083	MOIRANS NORD	3013	ANNECY NORD	132,00	13,50	21,20	30,50	40,30	6,80
3083	MOIRANS NORD	3004	BOURGOIN	43,00	4,60	7,20	10,70	14,40	2,30
3083	MOIRANS NORD	3008	CHAMBERY NORD	87,00	9,70	14,80	21,70	29,10	4,70
3083	MOIRANS NORD	3003	ISLE D'ABEAU CENTRE	49,00	6,30	9,60	13,60	18,20	3,10
3083	MOIRANS NORD	3005	LA TOUR DU PIN	45,00	5,60	8,50	11,70	15,90	3,00
3083	MOIRANS NORD	3072	LA TOUR DU PIN EST	48,00	6,00	8,90	12,30	16,80	3,20
3083	MOIRANS NORD	3006	LES ABRETS	60,00	6,70	10,30	14,80	18,30	3,30
3083	MOIRANS NORD	3085	RIVES	15,00	1,60	2,80	4,20	5,50	0,80
3083	MOIRANS NORD	3011	RUMILLY	114,00	11,60	18,70	26,50	34,60	5,90
3083	MOIRANS NORD	3061	SAINT GENIX SUR GUIERS	64,00	7,20	11,50	17,10	22,80	3,80
3083	MOIRANS NORD	3020	SEYNOD SUD	121,00	12,20	19,10	27,80	36,10	6,20
3083	MOIRANS NORD	15018	ST MARTIN BELLEVUE A41 N	158,00	21,10	35,00	50,50	65,30	11,00
3083	MOIRANS NORD	3015	ST MARTIN BELLEVUE A410	164,00	17,10	26,30	38,10	50,70	8,80
3083	MOIRANS NORD	3001	ST QUENTIN FAL. BARRIERE	80,00	10,40	16,40	23,20	31,10	5,20
3083	MOIRANS NORD	3002	ST QUENTIN FAL. BRETELLE	59,00	7,80	12,00	17,60	22,90	3,90
3083	MOIRANS NORD	3062	VILLEFONTAINE	55,00	6,80	9,70	15,00	19,40	3,40
3083	MOIRANS NORD	3086	VOIRON	4,00	0,40	0,70	1,00	1,40	0,20
3031	MONTMELIAN	3033	AITON	18,00	1,90	3,00	4,20	5,90	1,00
3031	MONTMELIAN	3026	CHIGNIN BARRIERE	15,00	1,60	2,70	4,30	5,80	0,90
3031	MONTMELIAN	3025	CHIGNIN LES MARCHES	8,00	0,80	1,30	1,70	2,40	0,50
3031	MONTMELIAN	3021	CROLLES BARRIERE	43,00	5,40	7,50	11,30	14,70	2,40
3031	MONTMELIAN	3022	CROLLES BRIGNOUD	29,00	4,60	6,40	7,30	9,70	2,10
3031	MONTMELIAN	2052	HERMILLON	54,00	7,30	10,60	18,80	24,50	4,10
3031	MONTMELIAN	3023	LE TOUVET	19,00	2,10	3,30	4,70	6,90	1,00
3031	MONTMELIAN	3024	PONTCHARRA	9,00	1,00	1,70	2,30	3,70	0,50
3031	MONTMELIAN	3032	SAINT PIERRE D'ALBIGNY	11,00	1,20	1,80	2,30	3,30	0,70
3031	MONTMELIAN	2056	ST MICHEL MAURIENNE BAR	86,00	11,00	16,40	32,50	43,10	6,60
3031	MONTMELIAN	2054	ST MICHEL MAURIENNE ECH	68,00	9,20	13,70	24,10	32,00	5,30
3031	MONTMELIAN	2050	ST PIERRE BELLEVILLE	32,00	3,80	6,00	9,80	12,30	2,20
3031	MONTMELIAN	3034	STE HELENE BARRIERE	31,00	3,30	5,40	6,90	9,90	1,80
3031	MONTMELIAN	2051	STE MARIE DE CUINES	48,00	6,20	9,30	16,10	20,70	3,50
3024	PONTCHARRA	3033	AITON	28,00	3,80	5,50	7,80	10,70	1,60
3024	PONTCHARRA	3026	CHIGNIN BARRIERE	17,00	1,90	3,10	4,50	6,30	1,00
3024	PONTCHARRA	3025	CHIGNIN LES MARCHES	10,00	1,10	1,60	2,20	3,40	0,70
3024	PONTCHARRA	3021	CROLLES BARRIERE	34,00	3,30	5,30	7,60	10,60	1,60
3024	PONTCHARRA	3022	CROLLES BRIGNOUD	20,00	3,00	4,40	5,00	6,80	1,50
3024	PONTCHARRA	2052	HERMILLON	64,00	9,20	13,10	22,40	29,30	4,70
3024	PONTCHARRA	3023	LE TOUVET	10,00	1,10	1,70	2,40	3,20	0,60
3024	PONTCHARRA	3031	MONTMELIAN	9,00	1,00	1,70	2,30	3,70	0,50
3024	PONTCHARRA	3032	SAINT PIERRE D'ALBIGNY	21,00	2,30	3,60	5,30	7,00	1,10
3024	PONTCHARRA	2056	ST MICHEL MAURIENNE BAR	96,00	12,90	18,90	36,10	47,90	7,20
3024	PONTCHARRA	2054	ST MICHEL MAURIENNE ECH	78,00	11,10	16,20	27,70	36,80	5,90
3024	PONTCHARRA	2050	ST PIERRE BELLEVILLE	42,00	5,70	8,50	13,40	17,10	2,80
3024	PONTCHARRA	3034	STE HELENE BARRIERE	41,00	5,50	7,50	11,00	15,70	2,50
3024	PONTCHARRA	2051	STE MARIE DE CUINES	58,00	8,10	11,80	19,70	25,50	4,10
3085	RIVES	3007	AIGUEBELETTE	62,00	6,30	9,80	13,80	18,20	3,10
3085	RIVES	3010	AIX NORD	86,00	9,00	14,90	20,60	27,40	4,40
3085	RIVES	3009	AIX SUD	79,00	8,60	13,40	19,20	25,20	4,20
3085	RIVES	3014	ALLONZIER	124,00	12,80	19,80	28,20	38,00	6,30
3085	RIVES	3012	ANNECY CENTRE	112,00	12,00	18,50	26,40	36,00	5,90
3085	RIVES	3013	ANNECY NORD	117,00	12,10	18,70	26,50	36,30	6,00
3085	RIVES	3004	BOURGOIN	28,00	3,00	4,90	6,70	8,90	1,50
3085	RIVES	3008	CHAMBERY NORD	72,00	8,30	12,60	18,50	25,20	4,00
3085	RIVES	3091	CHATUZANGE BARRIERE	81,00	10,70	15,90	22,40	31,90	5,40
3085	RIVES	3003	ISLE D'ABEAU CENTRE	34,00	4,70	6,30	9,70	12,70	1,80
3085	RIVES	3092	LA BAUME D'HOSTUN	65,00	7,30	11,20	16,20	23,20	3,70
3085	RIVES	3005	LA TOUR DU PIN	30,00	3,70	5,40	7,70	10,20	1,60
3085	RIVES	3072	LA TOUR DU PIN EST	33,00	4,00	6,10	8,50	11,40	1,80
3085	RIVES	3006	LES ABRETS	45,00	5,10	7,60	11,20	14,40	2,30
3085	RIVES	3083	MOIRANS NORD	15,00	1,60	2,80	4,20	5,50	0,80
3085	RIVES	3011	RUMILLY	99,00	10,10	15,90	23,20	30,90	5,10
3085	RIVES	3061	SAINT GENIX SUR GUIERS	49,00	5,70	8,90	13,20	17,50	2,60
